CHROM START_BIN END_BIN class cluster cluster_start cluster_size cluster_end isotype
I 13364000 13365000 short_only yes 13357000 11000 13368000 CB4856
I 13365000 13366000 short_only yes 13357000 11000 13368000 CB4856
I 13366000 13367000 short_only yes 13357000 11000 13368000 CB4856
I 13367000 13368000 short_only yes 13357000 11000 13368000 CB4856
I 13376000 13377000 short_only yes 13376000 10000 13386000 CB4856
I 13377000 13378000 short_only yes 13376000 10000 13386000 CB4856
I 13378000 13379000 short_only yes 13376000 10000 13386000 CB4856
I 13379000 13380000 short_only yes 13376000 10000 13386000 CB4856
I 13380000 13381000 short_only yes 13376000 10000 13386000 CB4856
I 13381000 13382000 short_only yes 13376000 10000 13386000 CB4856
I 13382000 13383000 short_only yes 13376000 10000 13386000 CB4856
I 13383000 13384000 short_only yes 13376000 10000 13386000 CB4856
I 13384000 13385000 short_only yes 13376000 10000 13386000 CB4856
I 13385000 13386000 short_only yes 13376000 10000 13386000 CB4856
I 14507000 14508000 short_only yes 14507000 11000 14518000 CB4856
I 14508000 14509000 short_only yes 14507000 11000 14518000 CB4856
I 14509000 14510000 short_only yes 14507000 11000 14518000 CB4856
I 14510000 14511000 short_only yes 14507000 11000 14518000 CB4856
I 14511000 14512000 short_only yes 14507000 11000 14518000 CB4856
I 14512000 14513000 short_only yes 14507000 11000 14518000 CB4856
I 14513000 14514000 short_only yes 14507000 11000 14518000 CB4856
I 14514000 14515000 short_only yes 14507000 11000 14518000 CB4856
I 14515000 14516000 short_only yes 14507000 11000 14518000 CB4856
I 14516000 14517000 short_only yes 14507000 11000 14518000 CB4856
I 14517000 14518000 short_only yes 14507000 11000 14518000 CB4856
II 883000 884000 long_only yes 883000 11000 894000 CB4856
II 884000 885000 long_only yes 883000 11000 894000 CB4856
II 885000 886000 long_only yes 883000 11000 894000 CB4856
II 886000 887000 long_only yes 883000 11000 894000 CB4856
II 887000 888000 long_only yes 883000 11000 894000 CB4856
II 888000 889000 long_only yes 883000 11000 894000 CB4856
II 889000 890000 long_only yes 883000 11000 894000 CB4856
II 890000 891000 long_only yes 883000 11000 894000 CB4856
II 891000 892000 long_only yes 883000 11000 894000 CB4856
II 892000 893000 long_only yes 883000 11000 894000 CB4856
II 893000 894000 long_only yes 883000 11000 894000 CB4856
II 1002000 1003000 long_only yes 1002000 11000 1013000 CB4856
II 1003000 1004000 long_only yes 1002000 11000 1013000 CB4856
II 1004000 1005000 long_only yes 1002000 11000 1013000 CB4856
II 1005000 1006000 long_only yes 1002000 11000 1013000 CB4856
II 1006000 1007000 long_only yes 1002000 11000 1013000 CB4856
II 1007000 1008000 long_only yes 1002000 11000 1013000 CB4856
II 1008000 1009000 long_only yes 1002000 11000 1013000 CB4856
II 1009000 1010000 long_only yes 1002000 11000 1013000 CB4856
II 1010000 1011000 long_only yes 1002000 11000 1013000 CB4856
II 1011000 1012000 long_only yes 1002000 11000 1013000 CB4856
II 1012000 1013000 long_only yes 1002000 11000 1013000 CB4856
II 1033000 1034000 long_only yes 1033000 18000 1051000 CB4856
II 1034000 1035000 long_only yes 1033000 18000 1051000 CB4856
II 1035000 1036000 long_only yes 1033000 18000 1051000 CB4856
II 1036000 1037000 long_only yes 1033000 18000 1051000 CB4856
II 1037000 1038000 long_only yes 1033000 18000 1051000 CB4856
II 1038000 1039000 long_only yes 1033000 18000 1051000 CB4856
II 1039000 1040000 long_only yes 1033000 18000 1051000 CB4856
II 1040000 1041000 long_only yes 1033000 18000 1051000 CB4856
II 1041000 1042000 long_only yes 1033000 18000 1051000 CB4856
II 1042000 1043000 long_only yes 1033000 18000 1051000 CB4856
II 1043000 1044000 long_only yes 1033000 18000 1051000 CB4856
II 1044000 1045000 long_only yes 1033000 18000 1051000 CB4856
II 1045000 1046000 long_only yes 1033000 18000 1051000 CB4856
II 1046000 1047000 long_only yes 1033000 18000 1051000 CB4856
II 1047000 1048000 long_only yes 1033000 18000 1051000 CB4856
II 1048000 1049000 long_only yes 1033000 18000 1051000 CB4856
II 1049000 1050000 long_only yes 1033000 18000 1051000 CB4856
II 1050000 1051000 long_only yes 1033000 18000 1051000 CB4856
II 1056000 1057000 both yes 1056000 20000 1076000 CB4856
II 1057000 1058000 both yes 1056000 20000 1076000 CB4856
II 1058000 1059000 both yes 1056000 20000 1076000 CB4856
II 1059000 1060000 both yes 1056000 20000 1076000 CB4856
II 1060000 1061000 both yes 1056000 20000 1076000 CB4856
II 1061000 1062000 both yes 1056000 20000 1076000 CB4856
II 1062000 1063000 both yes 1056000 20000 1076000 CB4856
II 1063000 1064000 both yes 1056000 20000 1076000 CB4856
II 1064000 1065000 both yes 1056000 20000 1076000 CB4856
II 1065000 1066000 both yes 1056000 20000 1076000 CB4856
II 1066000 1067000 both yes 1056000 20000 1076000 CB4856
II 1067000 1068000 both yes 1056000 20000 1076000 CB4856
II 1068000 1069000 both yes 1056000 20000 1076000 CB4856
II 1069000 1070000 both yes 1056000 20000 1076000 CB4856
II 1070000 1071000 both yes 1056000 20000 1076000 CB4856
II 1071000 1072000 both yes 1056000 20000 1076000 CB4856
II 1072000 1073000 both yes 1056000 20000 1076000 CB4856
II 1073000 1074000 both yes 1056000 20000 1076000 CB4856
II 1074000 1075000 both yes 1056000 20000 1076000 CB4856
II 1075000 1076000 both yes 1056000 20000 1076000 CB4856
II 1527000 1528000 short_only yes 1527000 58000 1585000 CB4856
II 1528000 1529000 short_only yes 1527000 58000 1585000 CB4856
II 1529000 1530000 short_only yes 1527000 58000 1585000 CB4856
II 1530000 1531000 short_only yes 1527000 58000 1585000 CB4856
II 1531000 1532000 short_only yes 1527000 58000 1585000 CB4856
II 1532000 1533000 short_only yes 1527000 58000 1585000 CB4856
II 1533000 1534000 short_only yes 1527000 58000 1585000 CB4856
II 1534000 1535000 short_only yes 1527000 58000 1585000 CB4856
II 1535000 1536000 short_only yes 1527000 58000 1585000 CB4856
II 1536000 1537000 short_only yes 1527000 58000 1585000 CB4856
II 1537000 1538000 short_only yes 1527000 58000 1585000 CB4856
II 1538000 1539000 short_only yes 1527000 58000 1585000 CB4856
II 1539000 1540000 short_only yes 1527000 58000 1585000 CB4856
II 1540000 1541000 short_only yes 1527000 58000 1585000 CB4856
II 1541000 1542000 short_only yes 1527000 58000 1585000 CB4856
II 1542000 1543000 short_only yes 1527000 58000 1585000 CB4856
II 1543000 1544000 short_only yes 1527000 58000 1585000 CB4856
II 1544000 1545000 both yes 1527000 58000 1585000 CB4856
II 1545000 1546000 both yes 1527000 58000 1585000 CB4856
II 1546000 1547000 both yes 1527000 58000 1585000 CB4856
II 1547000 1548000 both yes 1527000 58000 1585000 CB4856
II 1548000 1549000 both yes 1527000 58000 1585000 CB4856
II 1549000 1550000 both yes 1527000 58000 1585000 CB4856
II 1550000 1551000 both yes 1527000 58000 1585000 CB4856
II 1551000 1552000 both yes 1527000 58000 1585000 CB4856
II 1552000 1553000 both yes 1527000 58000 1585000 CB4856
II 1553000 1554000 both yes 1527000 58000 1585000 CB4856
II 1554000 1555000 both yes 1527000 58000 1585000 CB4856
II 1555000 1556000 both yes 1527000 58000 1585000 CB4856
II 1556000 1557000 both yes 1527000 58000 1585000 CB4856
II 1557000 1558000 both yes 1527000 58000 1585000 CB4856
II 1558000 1559000 both yes 1527000 58000 1585000 CB4856
II 1559000 1560000 both yes 1527000 58000 1585000 CB4856
II 1560000 1561000 both yes 1527000 58000 1585000 CB4856
II 1561000 1562000 both yes 1527000 58000 1585000 CB4856
II 1562000 1563000 both yes 1527000 58000 1585000 CB4856
II 1563000 1564000 both yes 1527000 58000 1585000 CB4856
II 1564000 1565000 short_only yes 1527000 58000 1585000 CB4856
II 1565000 1566000 short_only yes 1527000 58000 1585000 CB4856
II 1566000 1567000 short_only yes 1527000 58000 1585000 CB4856
II 1567000 1568000 both yes 1527000 58000 1585000 CB4856
II 1568000 1569000 both yes 1527000 58000 1585000 CB4856
II 1569000 1570000 both yes 1527000 58000 1585000 CB4856
II 1570000 1571000 both yes 1527000 58000 1585000 CB4856
II 1571000 1572000 both yes 1527000 58000 1585000 CB4856
II 1572000 1573000 both yes 1527000 58000 1585000 CB4856
II 1573000 1574000 both yes 1527000 58000 1585000 CB4856
II 1574000 1575000 both yes 1527000 58000 1585000 CB4856
II 1575000 1576000 both yes 1527000 58000 1585000 CB4856
II 1576000 1577000 both yes 1527000 58000 1585000 CB4856
II 1577000 1578000 both yes 1527000 58000 1585000 CB4856
II 1578000 1579000 both yes 1527000 58000 1585000 CB4856
II 1579000 1580000 both yes 1527000 58000 1585000 CB4856
II 1580000 1581000 both yes 1527000 58000 1585000 CB4856
II 1581000 1582000 both yes 1527000 58000 1585000 CB4856
II 1582000 1583000 both yes 1527000 58000 1585000 CB4856
II 1583000 1584000 short_only yes 1527000 58000 1585000 CB4856
II 1584000 1585000 short_only yes 1527000 58000 1585000 CB4856
II 1613000 1614000 short_only yes 1613000 23000 1636000 CB4856
II 1614000 1615000 both yes 1613000 23000 1636000 CB4856
II 1615000 1616000 both yes 1613000 23000 1636000 CB4856
II 1616000 1617000 both yes 1613000 23000 1636000 CB4856
II 1617000 1618000 both yes 1613000 23000 1636000 CB4856
II 1618000 1619000 both yes 1613000 23000 1636000 CB4856
II 1619000 1620000 both yes 1613000 23000 1636000 CB4856
II 1620000 1621000 both yes 1613000 23000 1636000 CB4856
II 1621000 1622000 both yes 1613000 23000 1636000 CB4856
II 1622000 1623000 both yes 1613000 23000 1636000 CB4856
II 1623000 1624000 both yes 1613000 23000 1636000 CB4856
II 1624000 1625000 both yes 1613000 23000 1636000 CB4856
II 1625000 1626000 both yes 1613000 23000 1636000 CB4856
II 1626000 1627000 short_only yes 1613000 23000 1636000 CB4856
II 1627000 1628000 short_only yes 1613000 23000 1636000 CB4856
II 1628000 1629000 short_only yes 1613000 23000 1636000 CB4856
II 1629000 1630000 short_only yes 1613000 23000 1636000 CB4856
II 1630000 1631000 short_only yes 1613000 23000 1636000 CB4856
II 1631000 1632000 short_only yes 1613000 23000 1636000 CB4856
II 1632000 1633000 short_only yes 1613000 23000 1636000 CB4856
II 1633000 1634000 short_only yes 1613000 23000 1636000 CB4856
II 1634000 1635000 short_only yes 1613000 23000 1636000 CB4856
II 1635000 1636000 short_only yes 1613000 23000 1636000 CB4856
II 1645000 1646000 short_only yes 1645000 27000 1672000 CB4856
II 1646000 1647000 short_only yes 1645000 27000 1672000 CB4856
II 1647000 1648000 both yes 1645000 27000 1672000 CB4856
II 1648000 1649000 both yes 1645000 27000 1672000 CB4856
II 1649000 1650000 both yes 1645000 27000 1672000 CB4856
II 1650000 1651000 both yes 1645000 27000 1672000 CB4856
II 1651000 1652000 both yes 1645000 27000 1672000 CB4856
II 1652000 1653000 both yes 1645000 27000 1672000 CB4856
II 1653000 1654000 both yes 1645000 27000 1672000 CB4856
II 1654000 1655000 both yes 1645000 27000 1672000 CB4856
II 1655000 1656000 both yes 1645000 27000 1672000 CB4856
II 1656000 1657000 both yes 1645000 27000 1672000 CB4856
II 1657000 1658000 both yes 1645000 27000 1672000 CB4856
II 1658000 1659000 both yes 1645000 27000 1672000 CB4856
II 1659000 1660000 both yes 1645000 27000 1672000 CB4856
II 1660000 1661000 both yes 1645000 27000 1672000 CB4856
II 1661000 1662000 both yes 1645000 27000 1672000 CB4856
II 1662000 1663000 both yes 1645000 27000 1672000 CB4856
II 1663000 1664000 both yes 1645000 27000 1672000 CB4856
II 1664000 1665000 both yes 1645000 27000 1672000 CB4856
II 1665000 1666000 both yes 1645000 27000 1672000 CB4856
II 1666000 1667000 both yes 1645000 27000 1672000 CB4856
II 1667000 1668000 both yes 1645000 27000 1672000 CB4856
II 1668000 1669000 both yes 1645000 27000 1672000 CB4856
II 1669000 1670000 both yes 1645000 27000 1672000 CB4856
II 1670000 1671000 both yes 1645000 27000 1672000 CB4856
II 1671000 1672000 long_only yes 1645000 27000 1672000 CB4856
II 1749000 1750000 short_only yes 1749000 188000 1937000 CB4856
II 1750000 1751000 short_only yes 1749000 188000 1937000 CB4856
II 1751000 1752000 both yes 1749000 188000 1937000 CB4856
II 1752000 1753000 both yes 1749000 188000 1937000 CB4856
II 1753000 1754000 both yes 1749000 188000 1937000 CB4856
II 1754000 1755000 both yes 1749000 188000 1937000 CB4856
II 1755000 1756000 both yes 1749000 188000 1937000 CB4856
II 1756000 1757000 both yes 1749000 188000 1937000 CB4856
II 1757000 1758000 both yes 1749000 188000 1937000 CB4856
II 1758000 1759000 both yes 1749000 188000 1937000 CB4856
II 1759000 1760000 both yes 1749000 188000 1937000 CB4856
II 1760000 1761000 both yes 1749000 188000 1937000 CB4856
II 1761000 1762000 both yes 1749000 188000 1937000 CB4856
II 1762000 1763000 both yes 1749000 188000 1937000 CB4856
II 1763000 1764000 both yes 1749000 188000 1937000 CB4856
II 1764000 1765000 both yes 1749000 188000 1937000 CB4856
II 1765000 1766000 both yes 1749000 188000 1937000 CB4856
II 1766000 1767000 both yes 1749000 188000 1937000 CB4856
II 1767000 1768000 both yes 1749000 188000 1937000 CB4856
II 1768000 1769000 both yes 1749000 188000 1937000 CB4856
II 1769000 1770000 both yes 1749000 188000 1937000 CB4856
II 1770000 1771000 both yes 1749000 188000 1937000 CB4856
II 1771000 1772000 both yes 1749000 188000 1937000 CB4856
II 1772000 1773000 both yes 1749000 188000 1937000 CB4856
II 1773000 1774000 both yes 1749000 188000 1937000 CB4856
II 1774000 1775000 both yes 1749000 188000 1937000 CB4856
II 1775000 1776000 both yes 1749000 188000 1937000 CB4856
II 1776000 1777000 both yes 1749000 188000 1937000 CB4856
II 1777000 1778000 both yes 1749000 188000 1937000 CB4856
II 1778000 1779000 both yes 1749000 188000 1937000 CB4856
II 1779000 1780000 both yes 1749000 188000 1937000 CB4856
II 1780000 1781000 both yes 1749000 188000 1937000 CB4856
II 1781000 1782000 both yes 1749000 188000 1937000 CB4856
II 1782000 1783000 both yes 1749000 188000 1937000 CB4856
II 1783000 1784000 both yes 1749000 188000 1937000 CB4856
II 1784000 1785000 both yes 1749000 188000 1937000 CB4856
II 1785000 1786000 both yes 1749000 188000 1937000 CB4856
II 1786000 1787000 both yes 1749000 188000 1937000 CB4856
II 1787000 1788000 both yes 1749000 188000 1937000 CB4856
II 1788000 1789000 both yes 1749000 188000 1937000 CB4856
II 1789000 1790000 both yes 1749000 188000 1937000 CB4856
II 1790000 1791000 both yes 1749000 188000 1937000 CB4856
II 1791000 1792000 both yes 1749000 188000 1937000 CB4856
II 1792000 1793000 both yes 1749000 188000 1937000 CB4856
II 1793000 1794000 both yes 1749000 188000 1937000 CB4856
II 1794000 1795000 both yes 1749000 188000 1937000 CB4856
