N2.R09E12.3	NIC2.g1484.t1	100.0	CBRIG.CBG04457	CNIGO.Cni-sti-1	99.06	nondivergent	NIC2
N2.R13D11.8a	NIC2.g1490.t1	100.0	CBRIG.CBG21851	CNIGO.Cnig_chr_V.g17168	91.14	nondivergent	NIC2
N2.R13D11.4a	NIC2.g1492.t1	100.0	CBRIG.CBG21848	CNIGO.Cni-R13D11.4	96.21	nondivergent	NIC2
N2.R13D11.10	NIC2.g1493.t1	100.0	CBRIG.CBG21849	CNIGO.Cni-R13D11.10.1	89.74	nondivergent	NIC2
N2.K09C6.9	NIC2.g1508.t1	100.0	CBRIG.CBG06375	CNIGO.Cnig_chr_V.g18239	97.92	nondivergent	NIC2
N2.H24K24.4a	NIC2.g1526.t1	100.0	CBRIG.CBG17893	CNIGO.Cni-H24K24.4	96.38	nondivergent	NIC2
N2.Y50D4C.3a	NIC2.g1533.t1	100.0	CBRIG.CBG17880	CNIGO.Cni-Y50D4C.3	92.59	nondivergent	NIC2
N2.Y50D4C.6a	NIC2.g1534.t1	97.44	CBRIG.CBG17881	CNIGO.Cni-Y50D4C.6	97.95	nondivergent	NIC2
N2.Y50D4C.1a	NIC2.g1537.t1	92.48	CBRIG.CBG17885	CNIGO.Cni-unc-34	95.7	nondivergent	NIC2
N2.Y50D4C.5a	NIC2.g1539.t1	100.0	CBRIG.CBG17886	CNIGO.Cni-Y50D4C.5	96.77	nondivergent	NIC2
N2.R09A1.5b	NIC2.g1542.t1	87.62	CBRIG.CBG17891b	CNIGO.Cni-flp-34.1	90.2	nondivergent	NIC2
N2.C02E11.1a	NIC2.g1543.t1	100.0	CBRIG.CBG17890a	CNIGO.Cni-nra-4	97.23	nondivergent	NIC2
N2.K10C9.3	NIC2.g1547.t1	100.0	CBRIG.CBG17875	CNIGO.Cni-K10C9.3	94.42	nondivergent	NIC2
N2.F16B3.1b	NIC2.g1585.t1	100.0	CBRIG.CBG06635a	CNIGO.Cni-egl-2.1	99.69	nondivergent	NIC2
N2.F16B3.2	NIC2.g1587.t1	100.0	CBRIG.CBG06633	CNIGO.Cni-F16B3.2.1	85.45	nondivergent	NIC2
N2.Y75B7AL.1a	NIC2.g1589.t1	100.0	CBRIG.CBG06424	CNIGO.Cni-glb-33	97.42	nondivergent	NIC2
N2.Y75B7AL.3	NIC2.g1591.t1	100.0	CBRIG.CBG06425b	CNIGO.Cni-snt-3	100.0	nondivergent	NIC2
N2.Y75B7AR.1	NIC2.g1593.t1	100.0	CBRIG.CBG06429	CNIGO.Cni-Y75B7AR.1.1	97.93	nondivergent	NIC2
N2.R12A1.2a	NIC2.g1594.t1	99.72	CBRIG.CBG06421	CNIGO.Cni-snt-5	99.43	nondivergent	NIC2
N2.R12A1.3a	NIC2.g1596.t1	100.0	CBRIG.CBG06419	CNIGO.Cni-R12A1.3	100.0	nondivergent	NIC2
N2.R12A1.4	NIC2.g1597.t1	99.82	CBRIG.CBG06418	CNIGO.Cni-ges-1	96.26	nondivergent	NIC2
N2.R09B5.11	NIC2.g1600.t1	100.0	CBRIG.CBG06417	CNIGO.Cni-R09B5.11	99.42	nondivergent	NIC2
N2.R09B5.12a	NIC2.g1605.t1	98.65	CBRIG.CBG06565	CNIGO.Cni-chil-14.1	92.47	nondivergent	NIC2
N2.R09B5.6	NIC2.g1606.t1	100.0	CBRIG.CBG06566	CNIGO.Cni-hacd-1	98.66	nondivergent	NIC2
N2.F53E2.1a	NIC2.g1609.t1	100.0	CBRIG.CBG06570	CNIGO.Cni-tag-304.1	93.72	nondivergent	NIC2
N2.F53E2.2	NIC2.g1610.t1	100.0	CBRIG.CBG31154	CNIGO.Cni-unc-60	99.39	nondivergent	NIC2
N2.C38C3.5	NIC2.g1611.t1	93.94	CBRIG.CBG06572	CNIGO.Cnig_chr_V.g18434	100.0	nondivergent	NIC2
N2.C38C3.4b	NIC2.g1612.t1	100.0	CBRIG.CBG06575	CNIGO.Cni-C38C3.4	100.0	nondivergent	NIC2
N2.C38C3.6b	NIC2.g1613.t1	100.0	CBRIG.CBG06577	CNIGO.Cni-C38C3.6	99.23	nondivergent	NIC2
N2.C38C3.10	NIC2.g1615.t1	100.0	CBRIG.CBG30601	CNIGO.Cnig_chr_V.g18437	96.12	nondivergent	NIC2
N2.F52F10.4a	NIC2.g1628.t1	100.0	CBRIG.CBG06590	CNIGO.Cnig_chr_V.g18449.1	96.49	nondivergent	NIC2
N2.F52F10.2	NIC2.g1629.t1	100.0	CBRIG.CBG06591	CNIGO.Cni-F52F10.2	99.8	nondivergent	NIC2
N2.F52F10.5b	NIC2.g1630.t1	100.0	CBRIG.CBG06592	CNIGO.Cni-srsx-8	100.0	nondivergent	NIC2
N2.F16B4.8a	NIC2.g1632.t1	100.0	CBRIG.CBG06594	CNIGO.Cnig_chr_V.g18453	92.95	nondivergent	NIC2
N2.F16B4.7	NIC2.g1633.t1	100.0	CBRIG.CBG06595	CNIGO.Cnig_chr_V.g18454	94.94	nondivergent	NIC2
N2.F16B4.11a	NIC2.g1643.t1	99.77	CBRIG.CBG06614	CNIGO.Cnig_chr_V.g18463.1	86.89	nondivergent	NIC2
N2.F16B4.12b	NIC2.g1644.t1	99.74	CBRIG.CBG08768b	CNIGO.Cnig_chr_V.g16926.1	95.97	nondivergent	NIC2
N2.Y46H3D.4	NIC2.g1648.t1	99.39	CBRIG.CBG10492	CNIGO.Cni-irld-17.1	85.05	nondivergent	NIC2
N2.ZK697.2a	NIC2.g1679.t1	100.0	CBRIG.CBG06550	CNIGO.Cnig_chr_V.g18414.1	96.06	nondivergent	NIC2
N2.F36H9.3	NIC2.g1685.t1	100.0	CBRIG.CBG24129	CNIGO.Cni-dhs-13	98.97	nondivergent	NIC2
N2.F36H9.7	NIC2.g1686.t1	100.0	CBRIG.CBG24127	CNIGO.Cni-F36H9.7	88.8	nondivergent	NIC2
N2.F36H9.5	NIC2.g1687.t1	99.29	CBRIG.CBG12134	CNIGO.Cni-F36H9.5	99.15	nondivergent	NIC2
N2.Y46H3A.5a	NIC2.g1696.t1	100.0	CBRIG.CBG21853	CNIGO.Cni-Y46H3A.5	94.57	nondivergent	NIC2
N2.Y46H3A.6a	NIC2.g1697.t1	100.0	CBRIG.CBG21807	CNIGO.Cni-gly-7	99.17	nondivergent	NIC2
N2.Y46H3A.7a	NIC2.g1698.t1	100.0	CBRIG.CBG21806	CNIGO.Cni-mrpl-39	97.59	nondivergent	NIC2
N2.Y32G9B.1b	NIC2.g1699.t1	100.0	CBRIG.CBG21810	CNIGO.Cni-Y32G9B.1	98.53	nondivergent	NIC2
N2.T10B5.3a	NIC2.g1709.t1	100.0	CBRIG.CBG21813	CNIGO.Cni-T10B5.3	97.99	nondivergent	NIC2
N2.T10B5.6	NIC2.g1710.t1	100.0	CBRIG.CBG21814	CNIGO.Cni-knl-3	90.64	nondivergent	NIC2
N2.T10B5.4a	NIC2.g1711.t1	100.0	CBRIG.CBG21816	CNIGO.Cni-T10B5.4	96.65	nondivergent	NIC2
N2.T10B5.5a	NIC2.g1712.t1	100.0	CBRIG.CBG21817	CNIGO.Cni-cct-7	99.25	nondivergent	NIC2
N2.Y32G9A.8a	NIC2.g1713.t1	100.0	CBRIG.CBG21818a	CNIGO.Cni-zig-11	97.47	nondivergent	NIC2
N2.Y32G9A.4	NIC2.g1719.t1	100.0	CBRIG.CBG06347	CNIGO.Cnig_chr_V.g18212	96.13	nondivergent	NIC2
N2.T06A1.4a	NIC2.g1728.t1	100.0	CBRIG.CBG24799	CNIGO.Cni-glb-25.1	99.39	nondivergent	NIC2
N2.T08B1.6	NIC2.g1733.t1	100.0	CBRIG.CBG12133	CNIGO.Cni-acs-3.1	98.62	nondivergent	NIC2
N2.T08B1.4b	NIC2.g1736.t1	100.0	CBRIG.CBG12141	CNIGO.Cni-T08B1.4	99.71	nondivergent	NIC2
N2.T08B1.1a	NIC2.g1737.t1	98.98	CBRIG.CBG12142b	CNIGO.Cni-T08B1.1	99.66	nondivergent	NIC2
N2.T08B1.2a	NIC2.g1738.t1	99.71	CBRIG.CBG12139a	CNIGO.Cni-tnt-4	99.43	nondivergent	NIC2
N2.F59A7.5d	NIC2.g1748.t1	93.94	CBRIG.CBG12144	CNIGO.Cni-F59A7.5	69.8	nondivergent	NIC2
N2.F59A7.3	NIC2.g1749.t1	100.0	CBRIG.CBG06298	CNIGO.Cni-srab-13	96.72	nondivergent	NIC2
N2.Y40B10A.8b	NIC2.g1758.t1	100.0	CBRIG.CBG12152	CNIGO.Cnig_chr_V.g18049	97.58	nondivergent	NIC2
N2.Y40B10A.1a	NIC2.g1759.t1	100.0	CBRIG.CBG12153a	CNIGO.Cni-lbp-9.1	99.27	nondivergent	NIC2
N2.Y40B10A.9a	NIC2.g1760.t1	100.0	CBRIG.CBG12154	CNIGO.Cni-Y40B10A.9	97.12	nondivergent	NIC2
N2.F36F12.1a	NIC2.g1767.t1	100.0	CBRIG.CBG12157	CNIGO.Cni-F36F12.1	98.27	nondivergent	NIC2
N2.F22F7.4a	NIC2.g1768.t1	100.0	CBRIG.CBG06300	CNIGO.Cnig_chr_V.g18172.1	98.19	nondivergent	NIC2
N2.F22F7.5a	NIC2.g1769.t1	100.0	CBRIG.CBG10059	CNIGO.Cni-ckb-4	96.1	nondivergent	NIC2
N2.F22F7.3	NIC2.g1770.t1	100.0	CBRIG.CBG06302	CNIGO.Cnig_chr_V.g18173.1	98.88	nondivergent	NIC2
N2.F22F7.7a	NIC2.g1775.t1	98.97	CBRIG.CBG17874	CNIGO.Cni-F22F7.7	94.62	nondivergent	NIC2
N2.Y5H2B.2a	NIC2.g1794.t1	99.76	CBRIG.CBG01259b	CNIGO.Cni-nhr-13.1	94.01	nondivergent	NIC2
N2.Y5H2B.5	NIC2.g1795.t1	100.0	CBRIG.CBG01258a	CNIGO.Cni-cyp-32B1.1	94.95	nondivergent	NIC2
N2.Y5H2B.6	NIC2.g1796.t1	100.0	CBRIG.CBG01257	CNIGO.Cnig_chr_V.g17818.1	95.95	nondivergent	NIC2
N2.F41B5.9	NIC2.g1815.t1	100.0	CBRIG.CBG01235	CNIGO.Cnig_chr_V.g17843	97.28	nondivergent	NIC2
N2.C29G2.6	NIC2.g1878.t1	100.0	CBRIG.CBG06620	CNIGO.Cni-C29G2.6	99.01	nondivergent	NIC2
N2.F53E10.4a	NIC2.g1880.t1	100.0	CBRIG.CBG06618	CNIGO.Cni-irg-3	98.2	nondivergent	NIC2
N2.F53E10.6	NIC2.g1882.t1	100.0	CBRIG.CBG06617	CNIGO.Cni-F53E10.6	98.95	nondivergent	NIC2
N2.F53E10.2g	NIC2.g1883.t1	99.58	CBRIG.CBG06616	CNIGO.Cni-acr-17	99.81	nondivergent	NIC2
N2.W02H5.2	NIC2.g1894.t1	100.0	CBRIG.CBG06638	CNIGO.Cni-W02H5.2.1	98.19	nondivergent	NIC2
N2.W02H5.8	NIC2.g1895.t1	100.0	CBRIG.CBG06637	CNIGO.Cni-W02H5.8.1	93.93	nondivergent	NIC2
N2.W02G9.5b	NIC2.g1896.t1	99.14	CBRIG.CBG06636b	CNIGO.Cni-angl-1.1	92.55	nondivergent	NIC2
N2.W02G9.1	NIC2.g1897.t1	100.0	CBRIG.CBG06639	CNIGO.Cni-ndx-2	97.66	nondivergent	NIC2
N2.W02G9.4a	NIC2.g1898.t1	100.0	CBRIG.CBG06640	CNIGO.Cni-W02G9.4	95.09	nondivergent	NIC2
N2.W02G9.3	NIC2.g1899.t1	100.0	CBRIG.CBG06641	CNIGO.Cni-W02G9.3	97.12	nondivergent	NIC2
N2.W02G9.2b	NIC2.g1901.t1	100.0	CBRIG.CBG06642	CNIGO.Cni-kel-8.1	96.75	nondivergent	NIC2
N2.Y45G12B.3a	NIC2.g1902.t1	100.0	CBRIG.CBG06643	CNIGO.Cni-Y45G12B.3	99.31	nondivergent	NIC2
N2.Y45G12B.2a	NIC2.g1903.t1	100.0	CBRIG.CBG06644	CNIGO.Cni-Y45G12B.2	98.11	nondivergent	NIC2
N2.Y45G12B.1	NIC2.g1904.t1	100.0	CBRIG.CBG06645	CNIGO.Cni-nuo-5	99.31	nondivergent	NIC2
N2.C24B9.3	NIC2.g1905.t1	99.75	CBRIG.CBG06646	CNIGO.Cni-C24B9.3.1	98.55	nondivergent	NIC2
N2.R05D8.10	NIC2.g1926.t1	100.0	CBRIG.CBG06322	CNIGO.Cnig_chr_V.g18186	94.58	nondivergent	NIC2
N2.F54E2.3g	NIC2.g1932.t1	99.98	CBRIG.CBG06318	CNIGO.Cni-ketn-1.1	99.4	nondivergent	NIC2
N2.T03D3.3	NIC2.g1938.t1	100.0	CBRIG.CBG10489	CNIGO.Cni-srw-2.1	96.86	nondivergent	NIC2
N2.F37B4.5	NIC2.g1949.t1	99.66	CBRIG.CBG25147	CNIGO.Cnig_chr_V.g17905.1	95.76	nondivergent	NIC2
N2.F37B4.7	NIC2.g1953.t1	100.0	CBRIG.CBG01160	CNIGO.Cnig_chr_V.g17913	96.93	nondivergent	NIC2
N2.F37B4.10a	NIC2.g1954.t1	100.0	CBRIG.CBG01159	CNIGO.Cni-F37B4.10	90.75	nondivergent	NIC2
N2.F37B4.12	NIC2.g1955.t1	100.0	CBRIG.CBG06469	CNIGO.Cnig_chr_V.g18358.1	94.17	nondivergent	NIC2
N2.F37B4.2	NIC2.g1956.t1	100.0	CBRIG.CBG06468	CNIGO.Cni-ifc-1.1	97.1	nondivergent	NIC2
N2.C31B8.7	NIC2.g1963.t1	100.0	CBRIG.CBG06460	CNIGO.Cnig_chr_V.g18347.1	93.61	nondivergent	NIC2
N2.C31B8.8	NIC2.g1964.t1	99.43	CBRIG.CBG06459b	CNIGO.Cnig_chr_V.g18346	99.12	nondivergent	NIC2
N2.C50H11.15	NIC2.g2018.t1	100.0	CBRIG.CBG18519	CNIGO.Cnig_chr_V.g16795	97.98	nondivergent	NIC2
N2.F02C9.4	NIC2.g2036.t1	99.5	CBRIG.CBG06279	CNIGO.Cni-irld-3	94.39	nondivergent	NIC2
N2.F02C9.1	NIC2.g2037.t1	100.0	CBRIG.CBG29843	CNIGO.Cni-F02C9.1	100.0	nondivergent	NIC2
N2.Y73C8B.4	NIC2.g2051.t1	100.0	CBRIG.CBG21862	CNIGO.Cni-lag-2.1	98.46	nondivergent	NIC2
N2.Y73C8B.3	NIC2.g2052.t1	100.0	CBRIG.CBG21859	CNIGO.Cnig_chr_V.g17128.1	95.05	nondivergent	NIC2
N2.Y73C8B.2	NIC2.g2053.t1	100.0	CBRIG.CBG21858	CNIGO.Cnig_chr_V.g17129	95.97	nondivergent	NIC2
N2.K08D9.3a	NIC2.g2057.t1	99.8	CBRIG.CBG21821	CNIGO.Cni-apx-1.1	95.15	nondivergent	NIC2
N2.T28A11.12	NIC2.g2063.t1	100.0	CBRIG.CBG22428	CNIGO.Cnig_chr_V.g17231.1	97.65	nondivergent	NIC2
N2.F27E11.3	NIC2.g2138.t1	100.0	CBRIG.CBG22418	CNIGO.Cni-cfz-2	97.7	nondivergent	NIC2
N2.C02A12.1	NIC2.g2141.t1	100.0	CBRIG.CBG22411	CNIGO.Cni-gst-33	97.65	nondivergent	NIC2
N2.C02A12.5	NIC2.g2148.t1	100.0	CBRIG.CBG06473	CNIGO.Cnig_chr_V.g18363	92.86	nondivergent	NIC2
N2.C07G3.10	NIC2.g2152.t1	100.0	CBRIG.CBG06286	CNIGO.Cni-C07G3.10	95.47	nondivergent	NIC2
N2.C07G3.9a	NIC2.g2153.t1	100.0	CBRIG.CBG06285	CNIGO.Cnig_chr_V.g18156	95.22	nondivergent	NIC2
N2.T24A6.20	NIC2.g2169.t1	100.0	CBRIG.CBG01303	CNIGO.Cnig_chr_V.g17762	97.41	nondivergent	NIC2
N2.T22F3.3a	NIC2.g2179.t1	100.0	CBRIG.CBG01313a	CNIGO.Cni-T22F3.3	99.55	nondivergent	NIC2
N2.T22F3.2a	NIC2.g2181.t1	100.0	CBRIG.CBG01315	CNIGO.Cni-T22F3.2	99.25	nondivergent	NIC2
N2.T22F3.12	NIC2.g2182.t1	100.0	CBRIG.CBG01318	CNIGO.Cni-T22F3.12	97.71	nondivergent	NIC2
N2.T22F3.11	NIC2.g2189.t1	100.0	CBRIG.CBG12165	CNIGO.Cnig_chr_V.g18073	99.34	nondivergent	NIC2
N2.F59B1.2	NIC2.g2195.t1	100.0	CBRIG.CBG06657	CNIGO.Cni-F59B1.2	98.09	nondivergent	NIC2
N2.W08A12.3a	NIC2.g2205.t1	100.0	CBRIG.CBG06662	CNIGO.Cni-W08A12.3	92.75	nondivergent	NIC2
N2.W08A12.1b	NIC2.g2206.t1	99.5	CBRIG.CBG06663b	CNIGO.Cni-unc-132.1	99.0	nondivergent	NIC2
N2.T27C4.4b	NIC2.g2207.t1	99.89	CBRIG.CBG06664b	CNIGO.Cni-lin-40	97.84	nondivergent	NIC2
N2.T27C4.1	NIC2.g2208.t1	100.0	CBRIG.CBG06665	CNIGO.Cni-T27C4.1.1	100.0	nondivergent	NIC2
N2.T27C4.2a	NIC2.g2211.t1	100.0	CBRIG.CBG06666	CNIGO.Cni-hpo-36.1	96.0	nondivergent	NIC2
N2.Y39H10A.3a	NIC2.g2212.t1	100.0	CBRIG.CBG06668	CNIGO.Cni-mtm-9.1	98.77	nondivergent	NIC2
N2.Y39H10A.6a	NIC2.g2213.t1	100.0	CBRIG.CBG06669	CNIGO.Cni-Y39H10A.6.1	95.41	nondivergent	NIC2
N2.R08F11.1a	NIC2.g2221.t1	99.88	CBRIG.CBG10433a	CNIGO.Cni-R08F11.1	98.54	nondivergent	NIC2
N2.R08F11.7	NIC2.g2222.t1	100.0	CBRIG.CBG10411	CNIGO.Cnig_chr_V.g17442	96.68	nondivergent	NIC2
N2.R08F11.4	NIC2.g2226.t1	100.0	CBRIG.CBG06551	CNIGO.Cnig_chr_V.g18415	95.18	nondivergent	NIC2
N2.H10D18.1	NIC2.g2232.t1	100.0	CBRIG.CBG01203	CNIGO.Cni-H10D18.1.1	98.32	nondivergent	NIC2
N2.H10D18.5a	NIC2.g2233.t1	94.3	CBRIG.CBG01202a	CNIGO.Cni-H10D18.5.1	93.77	nondivergent	NIC2
N2.F47C10.3a	NIC2.g2236.t1	98.02	CBRIG.CBG01198	CNIGO.Cnig_chr_V.g17887.1	93.83	nondivergent	NIC2
N2.F47C10.4	NIC2.g2239.t1	100.0	CBRIG.CBG06502	CNIGO.Cnig_chr_V.g18385	98.94	nondivergent	NIC2
N2.C17E7.5	NIC2.g2240.t1	99.44	CBRIG.CBG23760	CNIGO.Cnig_chr_V.g22107.1	92.22	nondivergent	NIC2
N2.C17E7.13	NIC2.g2244.t1	100.0	CBRIG.CBG06494	CNIGO.Cni-C17E7.13	87.17	nondivergent	NIC2
N2.C17E7.9b	NIC2.g2245.t1	100.0	CBRIG.CBG13832	CNIGO.Cni-C17E7.9.1	88.74	nondivergent	NIC2
N2.C17E7.3a	NIC2.g2248.t1	100.0	CBRIG.CBG06491	CNIGO.Cnig_chr_V.g18374.1	92.69	nondivergent	NIC2
N2.C17E7.1	NIC2.g2251.t1	100.0	CBRIG.CBG10462	CNIGO.Cni-nhr-156	96.42	nondivergent	NIC2
N2.K07C6.11a	NIC2.g2254.t1	100.0	CBRIG.CBG01283	CNIGO.Cnig_chr_V.g17785.1	93.94	nondivergent	NIC2
N2.T09H2.1	NIC2.g2267.t1	100.0	CBRIG.CBG01268	CNIGO.Cnig_chr_V.g17809	96.4	nondivergent	NIC2
N2.B0213.16	NIC2.g2274.t1	100.0	CBRIG.CBG01272	CNIGO.Cnig_chr_V.g17795	98.8	nondivergent	NIC2
N2.B0213.7	NIC2.g2276.t1	100.0	CBRIG.CBG01273	CNIGO.Cnig_chr_V.g17794.1	91.48	nondivergent	NIC2
N2.K09D9.1	NIC2.g2291.t1	100.0	CBRIG.CBG01397	CNIGO.Cni-K09D9.1	89.0	nondivergent	NIC2
N2.C49G7.11	NIC2.g2301.t1	100.0	CBRIG.CBG07015	CNIGO.Cnig_chr_II.g8279.1	92.75	nondivergent	NIC2
N2.F38H12.3a	NIC2.g2307.t1	100.0	CBRIG.CBG10365	CNIGO.Cni-nhr-181.1	99.02	nondivergent	NIC2
N2.Y45G5AL.1b	NIC2.g2327.t1	100.0	CBRIG.CBG01448	CNIGO.Cni-Y45G5AL.1.1	97.86	nondivergent	NIC2
N2.Y45G5AM.6a	NIC2.g2328.t1	100.0	CBRIG.CBG01446	CNIGO.Cni-Y45G5AM.6	97.43	nondivergent	NIC2
N2.Y45G5AM.5	NIC2.g2329.t1	100.0	CBRIG.CBG01443	CNIGO.Cnig_chr_V.g17561	91.6	nondivergent	NIC2
N2.Y45G5AM.7a	NIC2.g2332.t1	100.0	CBRIG.CBG01442	CNIGO.Cni-Y45G5AM.7	94.5	nondivergent	NIC2
N2.Y45G5AM.9a	NIC2.g2335.t1	99.74	CBRIG.CBG01438	CNIGO.Cni-Y45G5AM.9	93.66	nondivergent	NIC2
N2.Y45G5AM.1a	NIC2.g2336.t1	100.0	CBRIG.CBG01439	CNIGO.Cnig_chr_V.g17565.1	96.04	nondivergent	NIC2
N2.H43I07.2	NIC2.g2339.t1	100.0	CBRIG.CBG01436	CNIGO.Cnig_chr_V.g17567	98.09	nondivergent	NIC2
N2.H43I07.1b	NIC2.g2340.t1	96.88	CBRIG.CBG01435c	CNIGO.Cni-H43I07.1.1	93.18	nondivergent	NIC2
N2.E03D2.2a	NIC2.g2342.t1	100.0	CBRIG.CBG01431	CNIGO.Cni-nlp-9.1	93.65	nondivergent	NIC2
N2.E03D2.1	NIC2.g2344.t1	100.0	CBRIG.CBG01427	CNIGO.Cni-nlp-13	98.56	nondivergent	NIC2
N2.F47D2.4	NIC2.g2350.t1	100.0	CBRIG.CBG01414	CNIGO.Cnig_chr_V.g17589.1	92.4	nondivergent	NIC2
N2.F32D1.10	NIC2.g2377.t1	100.0	CBRIG.CBG21868	CNIGO.Cni-mcm-7	99.86	nondivergent	NIC2
