chr	start	stop
I	598758	601107
I	598759	601100
I	598759	601102
I	601108	611031
I	605843	606284
I	605907	606278
I	606005	606250
I	610025	612178
I	612326	617486
I	616346	617420
I	616580	617486
I	617633	626418
I	617770	622433
I	622443	623296
I	622443	623428
I	626068	628115
I	627575	651010
I	629655	630306
I	629655	630306
I	630385	631023
I	630389	631024
I	633058	633854
I	633060	633853
I	633061	633853
I	633062	633853
I	633062	633853
I	633640	633853
I	634891	635037
I	634891	635787
I	635045	635633
I	635045	635633
I	635950	636097
I	650526	670646
I	664325	665209
I	665881	666291
I	666614	666834
I	669649	699976
I	670870	671744
I	676174	676781
I	676176	676732
I	676176	676792
I	676176	676779
I	676176	676781
I	676477	676797
I	676477	676797
I	676482	677942
I	676482	676781
I	676482	676797
I	676490	676781
I	676490	676779
I	676492	676797
I	676506	677648
I	676779	677648
I	676917	678937
I	676931	677964
I	676940	678549
I	677323	679139
I	677545	677648
I	677839	678706
I	677839	679005
I	678096	679084
I	678555	679139
I	678708	679445
I	678714	679041
I	678914	679139
I	678914	679446
I	678930	679445
I	678956	679445
I	678956	679445
I	678956	679139
I	679115	679446
I	684432	684689
I	684444	685329
I	695534	695773
I	695534	695773
I	695575	695773
I	696195	696402
I	696246	696402
I	696247	696402
I	698478	699223
I	698478	708650
I	701024	701246
I	701918	702229
I	705473	706393
I	705476	705887
I	705988	706402
I	705988	706394
I	708733	709032
I	708784	727535
I	709357	709404
I	713678	714430
I	713681	714430
I	713681	714430
I	713684	714430
I	718403	718644
I	718411	718644
I	722506	723141
I	722512	723497
I	722513	722983
I	722515	723497
I	722515	723489
I	722643	723479
I	723352	723497
I	725714	726211
I	727321	727723
I	727321	727535
I	727321	727735
I	727325	728593
I	727340	727592
I	727400	729704
I	727417	727735
I	727417	729704
I	727417	728668
I	727417	728498
I	727417	728593
I	727417	727735
I	727490	727735
I	728180	729018
I	728340	729704
I	728418	729704
I	728418	728745
I	728418	728745
I	728548	729704
I	728548	729704
I	728548	729704
I	728548	729710
I	728548	728863
I	728548	729704
I	728646	729704
I	728668	729704
I	729403	729704
I	729714	749854
I	729714	730055
I	741055	741242
I	741131	741573
I	749265	778407
I	749265	749854
I	765726	765830
I	778054	779897
I	779896	810334
I	790027	790404
I	809923	817510
I	817515	819165
I	818671	823445
I	823598	835613
I	825549	825979
I	835618	843624
I	836494	836829
I	836496	836828
I	836565	836859
I	839309	839495
I	843175	845398
I	845567	858122
I	854334	855371
I	855392	856471
I	856227	856471
I	856526	857335
I	857334	858122
I	858123	861975
I	859476	859791
I	859479	860262
I	859947	860258
I	861974	871514
I	863073	863670
I	863074	863352
I	863076	863349
I	863698	864319
I	863975	864178
I	867679	868270
I	867680	868078
I	868190	868588
I	869348	870127
I	869357	869659
I	869815	870134
I	870949	893923
I	892752	898927
I	892752	894393
I	898400	898929
I	898411	900132
I	898412	898929
I	900084	905655
I	902019	902278
I	903767	904279
I	904860	905655
I	904863	905655
I	904864	915453
I	904865	905654
I	905695	906131
I	906105	906387
I	908389	908880
I	908393	908875
I	908434	908875
I	908568	908875
I	915452	918053
I	918255	924723
I	923407	924122
I	924310	931692
I	924332	924902
I	930448	930685
I	930449	931005
I	930765	931006
I	930768	931006
I	930769	931005
I	930769	931005
I	930769	931006
I	930769	931005
I	931687	932936
I	932935	933831
I	933479	934963
I	933479	934963
I	933479	934963
I	933479	934963
I	933479	934963
I	933479	934963
I	933479	934963
I	933479	934963
I	933479	934963
I	933479	934963
I	933479	934963
I	933479	934963
I	933479	934963
I	933479	934963
I	933479	934067
I	933479	934963
I	933479	934963
I	933479	934963
I	933479	933681
I	933479	933681
I	933479	934963
I	933479	934946
I	933479	934963
I	933479	934151
I	933479	933962
I	933479	934963
I	933479	934148
I	933479	933824
I	933479	934963
I	933479	934072
I	933479	934963
I	933479	934963
I	933479	943061
I	933479	934963
I	933480	934963
I	933480	934963
I	933480	934963
I	933480	934963
I	933480	934963
I	933480	933681
I	933480	933681
I	933480	933681
I	933480	933640
I	933482	933681
I	933482	934153
I	933483	934963
I	933483	933681
I	933483	934153
I	933484	934963
I	933485	934963
I	933534	933681
I	933722	934963
I	942744	952395
I	942746	943061
I	942850	943070
I	952486	958383
I	957775	958209
I	957775	958334
I	957775	958209
I	957775	959665
I	958040	959669
I	958161	959669
I	959054	959669
I	959668	962370
I	959669	962449
I	959669	962400
I	959669	962370
I	961997	971036
I	961997	971036
I	961997	971036
I	961997	971036
I	965866	966299
I	965866	966299
I	965866	966299
I	970489	973449
I	970489	973449
I	970489	973449
I	970496	973444
I	973590	973914
I	973590	974001
I	973590	974031
I	973609	974017
I	974140	975753
I	974140	975807
I	974140	976039
I	976044	976607
I	976044	976607
I	976044	976607
I	976044	976607
I	976606	1009184
I	1008927	1012625
I	1009337	1013341
I	1012627	1013201
I	1012782	1020422
I	1020176	1020447
I	1020566	1027019
I	1020594	1020818
I	1021316	1021520
I	1021684	1022027
I	1022351	1022674
I	1022686	1022889
I	1024425	1025196
I	1028094	1028409
I	1028276	1055129
I	1031146	1031912
I	1031567	1031918
I	1042344	1043164
I	1042914	1043180
I	1045121	1046216
I	1045302	1045638
I	1052918	1053125
I	1052924	1053108
I	1052930	1053125
I	1052930	1053125
I	1052969	1053124
I	1052977	1053125
I	1054770	1059798
I	1058044	1058384
I	1059741	1060276
I	1059747	1081437
I	1064022	1064568
I	1077944	1078073
I	1079707	1080900
I	1080079	1081405
I	1080939	1081266
I	1081161	1087976
I	1081260	1082644
I	1081429	1082516
I	1087898	1110494
I	1095161	1095404
I	1110193	1116144
I	1116150	1116557
I	1116345	1116515
I	1117816	1119793
I	1117904	1119783
I	1117904	1118618
I	1117923	1119793
I	1117923	1119270
I	1118001	1118758
I	1118028	1119793
I	1118046	1119783
I	1118263	1119338
I	1118265	1119783
I	1118678	1118893
I	1118887	1119783
I	1119264	1121119
I	1119794	1121244
I	1119794	1121137
I	1119794	1121156
I	1119794	1120797
I	1119794	1121028
I	1119795	1120173
I	1119795	1121084
I	1119795	1120795
I	1119795	1121014
I	1119795	1121032
I	1120385	1120882
I	1120563	1120685
I	1124153	1130595
I	1130219	1134441
I	1134785	1143019
I	1138258	1139339
I	1139844	1140144
I	1139844	1140144
I	1139846	1140143
I	1139847	1140144
I	1142612	1142845
I	1142612	1142782
I	1143200	1162090
I	1143619	1144752
I	1144932	1145529
I	1144934	1145529
I	1146502	1146987
I	1147844	1148904
I	1149006	1149416
I	1149657	1149838
I	1151238	1152036
I	1151242	1152041
I	1151242	1152043
I	1151244	1152036
I	1151245	1151992
I	1151245	1152036
I	1151317	1152036
I	1154563	1154735
I	1158644	1159035
I	1158646	1159035
I	1159194	1159630
I	1159894	1160128
I	1160153	1160322
I	1160333	1160465
I	1160966	1161761
I	1160967	1161759
I	1160967	1161760
I	1160967	1161761
I	1160967	1161759
I	1160967	1161369
I	1160967	1161760
I	1160967	1161759
I	1161179	1161744
I	1161460	1161759
I	1162158	1169118
I	1163185	1163922
I	1163918	1164383
I	1169117	1169491
I	1169131	1169535
I	1169131	1169535
I	1169131	1169535
I	1169546	1173648
I	1171538	1173517
I	1171538	1171954
I	1171821	1171954
I	1173100	1177863
I	1173533	1173647
I	1174419	1174664
I	1174972	1175217
I	1176864	1177443
I	1177062	1177489
I	1177695	1187052
I	1178517	1178792
I	1179420	1179985
I	1179538	1180129
I	1184534	1184732
I	1184541	1184743
I	1184542	1184742
I	1184543	1184742
I	1184544	1184742
I	1184585	1184740
I	1185856	1186534
I	1185856	1186625
I	1186853	1204391
I	1187754	1188910
I	1194628	1194898
I	1194630	1194889
I	1199308	1199546
I	1199308	1199545
I	1199545	1200109
I	1201398	1201858
I	1202093	1203005
I	1202093	1202694
I	1202094	1203006
I	1202099	1203015
I	1202600	1203007
I	1202605	1203004
I	1203922	1204212
I	1204390	1206905
I	1204393	1204597
I	1205460	1205750
I	1206487	1207294
I	1206489	1207278
I	1206489	1207278
I	1206489	1207282
I	1207036	1209830
I	1209944	1212034
I	1212136	1213054
I	1213189	1214319
I	1214320	1214547
I	1214807	1215113
I	1215114	1215313
I	1215311	1216020
I	1215311	1216088
I	1215313	1215643
I	1215850	1215960
I	1216086	1219813
I	1216526	1216987
I	1216526	1216860
I	1216564	1217109
I	1218448	1218683
I	1219819	1220065
I	1219902	1220742
I	1219919	1220519
I	1220752	1220926
I	1220937	1222335
I	1221941	1222505
I	1222510	1223850
I	1223844	1238515
I	1228300	1238515
I	1232875	1233093
I	1232877	1233093
I	1232879	1233093
I	1232879	1233093
I	1236378	1237916
I	1238470	1241721
I	1238878	1239141
I	1241461	1241721
I	1241461	1250139
I	1244566	1245167
I	1245395	1246199
I	1245399	1246198
I	1245403	1246193
I	1249349	1250140
I	1249349	1253946
I	1253749	1254354
I	1254039	1268757
I	1257087	1257662
I	1258851	1259461
I	1258852	1259454
I	1258853	1259454
I	1258853	1259454
I	1258853	1259455
I	1258853	1259454
I	1268757	1276981
I	1275665	1276034
I	1275833	1276023
I	1276226	1276597
I	1276276	1276318
I	1277020	1286458
I	1283177	1283346
I	1286012	1286348
I	1286496	1287121
I	1287148	1293869
I	1293836	1300589
I	1296877	1297523
I	1296880	1297024
I	1296880	1297211
I	1296880	1297024
I	1296880	1297018
I	1297340	1297520
I	1297382	1297524
I	1297382	1297520
I	1297382	1297520
I	1300799	1318579
I	1306200	1306833
I	1306200	1306689
I	1306214	1306689
I	1318146	1331959
I	1318297	1319291
I	1329441	1329596
I	1330609	1331272
I	1331323	1331710
I	1331323	1331710
I	1331486	1335245
I	1331879	1332127
I	1331880	1332127
I	1332020	1332127
I	1334296	1335032
I	1334927	1348436
I	1337462	1337687
I	1339023	1339148
I	1345229	1345409
I	1345806	1345989
I	1347642	1348437
I	1347646	1352799
I	1347967	1348436
I	1348759	1349975
I	1350170	1350671
I	1351206	1351362
I	1352892	1353666
I	1353103	1353353
I	1353126	1353322
I	1353938	1356464
I	1353938	1354861
I	1355294	1356050
I	1355874	1356036
I	1356696	1357223
I	1356714	1356892
I	1357224	1357644
I	1357415	1357577
I	1357844	1362817
I	1358437	1359571
I	1360818	1360974
I	1361103	1361163
I	1361727	1362359
I	1361829	1362350
I	1362355	1362656
I	1362690	1362881
I	1362756	1363615
I	1363102	1364661
I	1363976	1364356
I	1363976	1364355
I	1364360	1365173
I	1364666	1373468
I	1365790	1366763
I	1367955	1368149
I	1369022	1369216
I	1369025	1369816
I	1369025	1369816
I	1369029	1369816
I	1371380	1372242
I	1371463	1376987
I	1371463	1373468
I	1371955	1373468
I	1372493	1373468
I	1372912	1373834
I	1375104	1375401
I	1376196	1376987
I	1376196	1376987
I	1376196	1376987
I	1376196	1376987
I	1376196	1376987
I	1376200	1382020
I	1377504	1378244
I	1377504	1378244
I	1377914	1378252
I	1379923	1380157
I	1380149	1380455
I	1381612	1382020
I	1381816	1382020
I	1382017	1382235
I	1382017	1384592
I	1382017	1382439
I	1382020	1386160
I	1382438	1383350
I	1385753	1386917
I	1387083	1389209
I	1388422	1389209
I	1388422	1389209
I	1388422	1389209
I	1388422	1389210
I	1388422	1389210
I	1388422	1389210
I	1388422	1389209
I	1388422	1389209
I	1388422	1393778
I	1388423	1389209
I	1388580	1389209
I	1389738	1390218
I	1390554	1391020
I	1393650	1396733
I	1395526	1395669
I	1396658	1403517
I	1399549	1399745
I	1399550	1400334
I	1399552	1400332
I	1399552	1400334
I	1399553	1400332
I	1399553	1399899
I	1399553	1400332
I	1399555	1400334
I	1399559	1400333
I	1399680	1400330
I	1399745	1400335
I	1400658	1401077
I	1401164	1401759
I	1403514	1407683
I	1403552	1403741
I	1403890	1404125
I	1404748	1405008
I	1406845	1407027
I	1407334	1407597
I	1407950	1408743
I	1408745	1408932
I	1408821	1412141
I	1409142	1409409
I	1409862	1411264
I	1409862	1411268
I	1409862	1411277
I	1411617	1414332
I	1414266	1419197
I	1414362	1414828
I	1417403	1418255
I	1418228	1419030
I	1418253	1418788
I	1419309	1430040
I	1419419	1419939
I	1419419	1419939
I	1419420	1419936
I	1419420	1419939
I	1419420	1419939
I	1419528	1419939
I	1419982	1420159
I	1421977	1422671
I	1423088	1424313
I	1426296	1426596
I	1426297	1426593
I	1426297	1426597
I	1426298	1426524
I	1426298	1426596
I	1426298	1426596
I	1426422	1426596
I	1426422	1426596
I	1428075	1428276
I	1428076	1428276
I	1428077	1428274
I	1428860	1430294
I	1429606	1430691
I	1429745	1431001
I	1430397	1430996
I	1430498	1436129
I	1434296	1434776
I	1434298	1434896
I	1434298	1434896
I	1436130	1439006
I	1437812	1439012
I	1439013	1440428
I	1439024	1441714
I	1441716	1449222
I	1448272	1448835
I	1448273	1453808
I	1453602	1462614
I	1458652	1458777
I	1462752	1472835
I	1472137	1473853
I	1472655	1473984
I	1472733	1473052
I	1472790	1472975
I	1472790	1472975
I	1472790	1472975
I	1472790	1472975
I	1472790	1472975
I	1472790	1472975
I	1472790	1472975
I	1472790	1472975
I	1472861	1473984
I	1472861	1473052
I	1472941	1475381
I	1473085	1473984
I	1473984	1474857
I	1473984	1474857
I	1473984	1474811
I	1473984	1474854
I	1473984	1474857
I	1473984	1474811
I	1473984	1474857
I	1473984	1474856
I	1473984	1474222
I	1473984	1474222
I	1473984	1474811
I	1474915	1481081
I	1481079	1499839
I	1485687	1485842
I	1491528	1492098
I	1492602	1492939
I	1493677	1494475
I	1493677	1494475
I	1493678	1494473
I	1493679	1494475
I	1493685	1494475
I	1496080	1496935
I	1497738	1498048
I	1498451	1498603
I	1499756	1499898
I	1499768	1500204
I	1500303	1501565
I	1501366	1504163
I	1504166	1508618
I	1505577	1506376
I	1507526	1507793
I	1507592	1508463
I	1507606	1508188
I	1508888	1525467
I	1509005	1509696
I	1509242	1509384
I	1509723	1509866
I	1510596	1511172
I	1510597	1511180
I	1512049	1512599
I	1512052	1512612
I	1513101	1513851
I	1515301	1516090
I	1515597	1516473
I	1515885	1516458
I	1517126	1517376
I	1519307	1520126
I	1519695	1520131
I	1520348	1521275
I	1521361	1522015
I	1521362	1522152
I	1521362	1522151
I	1521362	1522151
I	1521362	1522154
I	1521362	1522048
I	1521362	1522151
I	1521362	1522148
I	1521362	1522151
I	1521365	1522151
I	1524755	1533636
I	1526280	1526939
I	1527479	1527638
I	1527762	1528799
I	1528347	1528916
I	1530586	1531368
I	1530587	1531367
I	1530588	1530770
I	1530589	1531370
I	1530589	1531370
I	1530589	1531370
I	1533638	1540489
I	1534475	1535763
I	1536420	1537017
I	1538352	1538942
I	1540023	1540248
I	1540233	1551170
I	1542540	1542772
I	1542542	1542767
I	1547601	1547821
I	1551424	1559865
I	1560016	1560141
I	1560066	1563880
I	1560654	1561253
I	1561494	1562602
I	1561495	1562602
I	1561495	1562606
I	1561495	1561931
I	1561502	1562602
I	1561520	1562602
I	1563445	1564853
I	1563496	1563880
I	1564277	1564501
I	1564847	1566099
I	1564853	1565145
I	1565759	1565888
I	1566099	1566736
I	1566487	1567550
I	1567494	1569628
I	1568388	1568714
I	1569479	1570273
I	1569479	1570273
I	1569479	1570273
I	1569479	1570273
I	1569479	1570273
I	1569479	1570274
I	1569479	1570273
I	1569480	1570273
I	1569480	1570273
I	1569480	1570274
I	1569480	1570273
I	1569480	1570274
I	1569480	1570273
I	1569480	1570274
I	1569485	1570273
I	1569641	1574017
I	1569690	1570274
I	1570858	1571245
I	1572137	1572446
I	1572516	1573376
I	1572675	1573112
I	1573841	1574017
I	1573841	1574017
I	1573841	1574017
I	1573841	1574017
I	1573841	1574017
I	1573841	1584828
I	1573848	1574017
I	1573848	1574017
I	1573848	1574017
I	1573848	1574017
I	1573848	1574017
I	1573848	1574017
I	1584499	1586001
I	1584505	1584821
I	1584505	1584821
I	1586104	1587078
I	1587077	1587384
I	1587241	1587384
I	1587386	1593773
I	1591807	1592039
I	1594150	1602828
I	1597294	1597554
I	1602669	1603259
I	1602908	1607167
I	1607583	1608475
I	1608317	1609164
I	1608561	1608736
I	1609112	1609333
I	1609141	1611387
I	1611294	1617251
I	1612596	1612820
I	1612697	1612813
I	1613899	1614695
I	1613901	1614695
I	1613903	1614696
I	1615306	1615799
I	1616919	1617251
I	1617247	1617794
I	1617251	1617994
I	1618515	1620070
I	1620016	1627913
I	1628083	1631987
I	1631061	1631654
I	1631898	1632652
I	1631995	1632641
I	1632013	1633669
I	1632359	1632641
I	1633678	1652385
I	1635023	1635333
I	1635459	1635890
I	1652447	1659110
I	1659688	1661570
I	1661300	1661857
I	1661720	1662087
I	1661923	1662580
I	1662423	1664986
I	1663413	1663551
I	1663887	1664405
I	1664450	1664986
I	1664757	1664986
I	1664757	1664986
I	1664765	1664986
I	1664767	1664986
I	1664768	1664986
I	1664987	1665307
I	1664987	1688518
I	1665787	1666131
I	1666634	1666773
I	1674324	1674759
I	1683595	1684061
I	1688170	1688817
I	1688931	1689778
I	1690096	1710364
I	1696189	1696784
I	1697176	1697797
I	1697184	1697797
I	1697184	1697775
I	1697184	1697799
I	1697184	1697798
I	1706339	1706891
I	1708714	1708983
I	1709216	1709483
I	1710149	1710655
I	1710170	1710295
I	1710170	1710295
I	1710170	1710295
I	1710170	1710582
I	1710288	1710660
I	1710410	1710660
I	1710410	1710660
I	1710410	1710660
I	1710410	1710655
I	1710610	1711310
I	1711308	1711625
I	1711624	1712075
I	1711628	1715863
I	1712071	1712444
I	1712073	1712574
I	1712073	1712579
I	1712074	1712575
I	1712075	1712584
I	1712075	1712579
I	1712142	1712574
I	1712279	1712574
I	1713720	1713837
I	1714262	1714465
I	1715590	1715760
I	1715917	1741652
I	1716013	1716209
I	1723467	1724724
I	1723467	1724724
I	1723467	1724724
I	1725457	1725696
I	1739404	1739584
I	1741351	1743868
I	1741748	1742390
I	1741748	1742389
I	1741748	1742393
I	1741748	1741989
I	1741748	1742302
I	1741748	1742363
I	1743872	1746886
I	1744890	1745452
I	1744890	1745494
I	1746303	1746886
I	1746303	1746886
I	1746303	1746886
I	1746303	1746886
I	1746303	1746770
I	1746990	1747402
I	1746990	1747402
I	1746990	1747402
I	1746990	1747402
I	1746990	1747630
I	1747000	1747619
I	1747000	1747619
I	1747000	1747619
I	1747000	1747619
I	1747644	1756522
I	1748800	1749305
I	1748801	1749304
I	1748801	1749304
I	1748801	1749304
I	1748953	1749304
I	1749779	1750577
I	1751909	1752180
I	1751909	1752578
I	1751909	1752580
I	1751909	1752509
I	1751962	1752578
I	1753016	1753941
I	1757856	1761396
I	1761255	1761860
I	1761713	1764611
I	1764386	1764611
I	1764388	1771230
I	1771114	1772026
I	1772170	1777114
I	1773770	1774557
I	1776108	1777114
I	1776846	1782149
I	1782459	1783176
I	1783088	1784626
I	1784733	1790946
I	1786667	1786997
I	1790958	1797100
I	1797096	1824849
I	1813713	1813866
I	1821827	1822098
I	1824492	1824743
I	1824584	1825212
I	1825017	1830864
I	1825580	1825940
I	1826001	1826285
I	1826001	1826285
I	1829864	1830421
I	1830816	1831037
I	1831055	1837577
I	1837577	1848723
I	1848569	1848825
I	1848824	1852725
I	1851731	1852418
I	1852572	1853016
I	1852794	1853288
I	1852795	1853331
I	1852808	1853217
I	1854033	1854744
I	1854037	1854359
I	1855000	1855102
I	1856216	1866517
I	1861370	1861661
I	1861370	1861692
I	1863650	1864276
I	1864275	1864705
I	1864587	1865198
I	1866829	1891545
I	1868537	1869018
I	1869368	1869824
I	1871197	1871640
I	1871294	1871685
I	1877357	1877556
I	1878516	1878722
I	1878996	1879438
I	1878997	1879438
I	1878997	1879439
I	1885852	1886397
I	1885852	1886497
I	1886931	1888636
I	1886939	1887487
I	1886939	1887400
I	1886943	1889417
I	1888009	1888656
I	1888009	1888754
I	1888009	1889417
I	1888009	1888775
I	1888031	1888636
I	1888165	1889395
I	1888641	1889417
I	1888752	1889148
I	1888790	1889261
I	1888790	1889417
I	1888790	1890468
I	1889406	1890545
I	1891198	1891787
I	1892085	1898375
I	1897541	1898386
I	1898375	1900542
I	1899633	1900047
I	1899633	1900907
I	1899635	1900907
I	1899635	1900910
I	1899635	1900040
I	1899635	1900908
I	1899635	1900916
I	1900503	1900907
I	1900503	1900908
I	1900904	1901530
I	1901638	1903385
I	1902941	1903073
I	1903059	1908733
I	1904691	1905207
I	1907145	1908150
I	1908733	1910512
I	1910576	1914334
I	1912358	1912558
I	1912566	1913285
I	1912624	1913223
I	1914498	1920888
I	1918413	1918846
I	1921108	1923367
I	1923553	1926522
I	1925516	1925792
I	1927052	1928731
I	1927367	1928099
I	1929293	1931159
I	1931165	1931597
I	1931471	1935849
I	1933209	1933479
I	1933209	1933479
I	1936596	1937207
I	1937501	1938153
I	1937648	1943075
I	1939326	1940651
I	1940651	1940801
I	1940651	1940803
I	1940651	1940794
I	1940683	1940794
I	1943076	1950413
I	1946643	1946944
I	1947449	1948017
I	1950413	1955808
I	1951349	1952227
I	1953743	1954636
I	1954009	1954354
I	1954868	1955078
I	1955927	1960037
I	1956505	1956742
I	1957589	1957863
I	1960019	1966962
I	1966976	1973033
I	1968912	1969694
I	1968912	1969694
I	1968913	1969694
I	1968914	1969694
I	1968914	1969694
I	1968915	1969694
I	1968915	1969694
I	1968915	1969694
I	1968915	1969694
I	1968915	1969694
I	1968915	1969694
I	1968915	1969694
I	1968916	1969694
I	1969008	1969694
I	1969050	1969694
I	1969110	1969694
I	1969209	1969694
I	1969232	1969694
I	1971506	1971634
I	1972041	1972156
I	1973132	1977469
I	1975190	1976139
I	1975728	1976194
I	1975728	1976215
I	1976023	1977238
I	1977234	1977829
I	1977234	1977791
I	1977234	1977795
I	1977265	1977825
I	1977806	1984916
I	1980096	1980678
I	1980101	1980678
I	1980101	1980678
I	1980105	1980678
I	1980843	1980899
I	1981005	1981322
I	1982592	1983099
I	1982880	1983099
I	1982886	1983099
I	1982937	1983099
I	1982938	1983099
I	1984452	1984729
I	1984945	1992021
I	1985059	1985387
I	1987018	1987520
I	1992238	2012011
I	1993644	1994182
I	1996346	1997015
I	1996377	1996984
I	1998993	1999641
I	2000340	2000685
I	2002230	2002702
I	2002698	2003478
I	2002698	2003474
I	2002699	2003478
I	2002700	2003468
I	2002700	2003474
I	2002700	2003474
I	2002700	2003476
I	2002701	2003475
I	2002701	2003472
I	2002702	2003474
I	2002702	2003474
I	2002702	2003474
I	2002703	2003474
I	2002703	2003474
I	2002703	2003471
I	2002703	2003474
I	2003055	2003474
I	2003091	2003477
I	2003093	2003474
I	2004369	2004937
I	2004370	2004954
I	2004371	2004563
I	2004374	2004647
I	2004374	2004656
I	2008033	2008422
I	2012286	2028703
I	2017811	2018047
I	2017812	2018090
I	2018158	2018563
I	2018182	2018562
I	2018285	2018563
I	2028702	2104853
I	2030532	2030743
I	2030548	2030744
I	2034836	2035572
I	2036048	2036928
I	2036551	2036928
