chr	start	stop
I	414168	415752
I	414181	415759
I	414199	415756
I	414539	415755
I	415281	415757
I	454089	454291
I	458793	458975
I	463749	463939
I	468213	475689
I	471486	471921
I	474284	474655
I	475792	495722
I	485638	485871
I	494743	494990
I	495770	501355
I	500226	500967
I	500227	500966
I	500233	500923
I	500236	500963
I	500236	500966
I	500236	500966
I	500236	500967
I	500350	500966
I	500350	500967
I	500451	500966
I	500632	500966
I	500632	500966
I	500632	500871
I	500632	500914
I	500632	500966
I	500632	500883
I	501426	503998
I	503815	533088
I	510139	510476
I	510155	510303
I	511790	512428
I	511791	512428
I	511792	512429
I	511793	512428
I	515348	515649
I	516026	516324
I	533075	544908
I	533328	533542
I	533333	533555
I	533335	533554
I	533335	533556
I	544788	581558
I	548546	548787
I	557610	558344
I	557610	558346
I	557610	558343
I	557610	558344
I	558013	558343
I	580345	581522
I	580345	581522
I	580345	581569
I	580350	581561
I	580350	594154
I	580478	581381
I	580478	581381
I	580478	581196
I	580500	581522
I	594258	598757
I	598756	601099
I	598759	601102
I	601098	611142
I	605852	606278
I	606005	606289
I	606168	606323
I	609914	613330
I	613334	617486
I	616346	617420
I	616346	617171
I	616580	617486
I	617633	621439
I	617770	622433
I	621442	624117
I	622443	623428
I	622443	623296
I	624120	626418
I	626068	635037
I	629655	630306
I	629656	630305
I	629656	630305
I	630384	631024
I	630385	631023
I	633057	633853
I	633060	633853
I	633061	633853
I	633061	633853
I	633062	633726
I	633062	633853
I	633062	633853
I	633242	633853
I	634891	650557
I	634891	636097
I	634891	635037
I	635045	635633
I	635045	635633
I	650971	670358
I	664325	665209
I	665881	666291
I	666614	666995
I	670069	670799
I	670835	671575
I	671029	676797
I	676174	676797
I	676176	676797
I	676176	676797
I	676176	676779
I	676176	676601
I	676176	676781
I	676435	676779
I	676477	676781
I	676477	677969
I	676482	676779
I	676482	676797
I	676482	676779
I	676482	676797
I	676482	676781
I	676482	676797
I	676482	676797
I	676482	676797
I	676482	676779
I	676482	676797
I	676482	676797
I	676482	676781
I	676482	676797
I	676482	676797
I	676482	676781
I	676482	676797
I	676482	676797
I	676482	676614
I	676482	676781
I	676482	676797
I	676482	692915
I	676492	676781
I	676492	677653
I	676580	676797
I	676750	677551
I	676940	679131
I	677063	677942
I	677323	679445
I	677545	677648
I	677839	678166
I	677839	679129
I	677839	678426
I	677936	678864
I	678095	679140
I	678484	679048
I	678484	679140
I	678692	679139
I	678803	679447
I	678914	679139
I	678920	679139
I	678956	679445
I	678956	679139
I	678956	679445
I	684431	684937
I	684432	684721
I	684432	684821
I	684444	685329
I	684952	685329
I	685052	685329
I	692839	693227
I	693147	697934
I	695534	695773
I	695534	695706
I	695538	695773
I	695564	695773
I	696195	696402
I	696246	696402
I	697586	699223
I	698869	699605
I	699252	700551
I	700469	709268
I	700551	708815
I	701024	701246
I	701918	702229
I	705477	705887
I	705988	706402
I	706099	706394
I	708507	708653
I	708571	708701
I	708815	709037
I	708892	709001
I	708934	709033
I	709107	712427
I	709357	709482
I	709362	709482
I	712203	712427
I	712206	712645
I	712628	714514
I	713681	714430
I	713681	714430
I	713684	714430
I	714636	727535
I	718411	718644
I	722511	722750
I	722512	723497
I	722513	722983
I	722513	723497
I	722515	722795
I	722515	723497
I	725714	726211
I	727321	728668
I	727321	727735
I	727321	729704
I	727322	727535
I	727323	727735
I	727417	727735
I	727417	727592
I	727417	727735
I	727417	727592
I	727417	729704
I	727417	728745
I	728073	728181
I	728180	729704
I	728180	729704
I	728180	729662
I	728180	728742
I	728180	729704
I	728180	729704
I	728418	728593
I	728418	728668
I	728418	728863
I	728418	728745
I	728548	728742
I	728548	729704
I	728548	728741
I	728548	729704
I	728548	729067
I	728548	729018
I	728623	729704
I	728778	729704
I	729714	733019
I	729841	730102
I	730036	739859
I	740091	749629
I	741131	741573
I	749489	751961
I	752067	755729
I	755928	759325
I	759329	762516
I	762601	764400
I	764893	767181
I	765666	765817
I	765666	765820
I	765666	765986
I	765705	765870
I	765708	765876
I	765728	766005
I	765792	766005
I	767292	768113
I	767776	775845
I	769748	770236
I	775926	776779
I	776921	778407
I	778054	778407
I	778054	781062
I	778058	778407
I	778058	778407
I	780706	797952
I	797988	810083
I	810160	817500
I	817666	820805
I	820710	829203
I	825549	825979
I	829097	834033
I	833853	843352
I	836498	836829
I	836528	836829
I	843512	844576
I	844572	849048
I	844638	850980
I	845027	845325
I	845027	845325
I	850801	855371
I	854334	855371
I	856227	856471
I	856522	858122
I	856526	858123
I	858118	859791
I	859476	859791
I	859485	860262
I	859789	861975
I	859824	860258
I	861974	886037
I	862764	863695
I	863073	863670
I	863074	863352
I	863074	863670
I	863698	864319
I	863700	864319
I	863975	864178
I	867679	868270
I	867680	868078
I	868190	868588
I	869348	869817
I	869357	869782
I	885096	885542
I	886115	890575
I	888660	888785
I	890563	893430
I	893720	900132
I	900083	905655
I	902019	902278
I	903767	904279
I	904863	905654
I	904864	915333
I	904865	905660
I	905695	906131
I	906105	906220
I	906215	906387
I	908389	908880
I	908393	908875
I	908393	908875
I	908393	908875
I	908434	908875
I	908457	908875
I	915521	918096
I	917943	925091
I	923491	923841
I	923519	923841
I	923551	925015
I	923551	923841
I	923971	924519
I	925015	931692
I	930448	930683
I	930449	931005
I	930765	931006
I	930768	931005
I	930768	931005
I	930769	931006
I	930769	931005
I	931691	932937
I	932935	933681
I	933479	934963
I	933479	934963
I	933479	934530
I	933479	933681
I	933479	933681
I	933479	934963
I	933479	933608
I	933479	934963
I	933479	934963
I	933480	934963
I	933482	934963
I	933683	934963
I	942542	943070
I	942547	943006
I	942547	943070
I	942559	954896
I	943136	943444
I	954896	956187
I	955982	958167
I	957775	959657
I	959668	968029
I	965866	966299
I	968029	974031
I	974140	976039
I	976044	976607
I	976606	985477
I	985464	1002699
I	1001338	1001568
I	1002800	1005943
I	1005942	1008582
I	1006700	1006870
I	1008832	1013516
I	1012572	1013268
I	1012572	1013517
I	1013269	1026837
I	1020176	1020804
I	1021316	1021520
I	1021684	1022027
I	1022351	1022674
I	1022686	1022889
I	1024425	1025196
I	1025353	1026146
I	1025353	1026146
I	1025355	1026146
I	1025356	1026146
I	1025359	1026146
I	1027369	1027756
I	1027913	1028297
I	1028581	1040086
I	1028614	1028860
I	1028658	1028860
I	1031146	1031446
I	1031146	1031912
I	1031567	1031918
I	1031612	1031912
I	1038241	1038757
I	1039708	1041402
I	1041094	1041402
I	1041410	1042029
I	1042038	1048271
I	1045121	1046216
I	1045697	1045984
I	1048380	1055281
I	1052923	1053099
I	1052924	1053125
I	1052924	1053108
I	1052930	1053125
I	1052930	1053125
I	1052930	1053125
I	1052958	1053125
I	1052977	1053125
I	1054494	1054518
I	1054770	1059798
I	1058069	1058365
I	1059741	1060334
I	1059747	1070121
I	1064022	1064568
I	1070085	1081429
I	1077944	1078073
I	1079285	1079720
I	1079707	1080053
I	1080079	1081426
I	1080143	1081051
I	1081161	1083604
I	1081260	1082644
I	1083179	1088039
I	1088126	1104111
I	1099576	1099765
I	1104223	1111232
I	1111337	1116144
I	1116150	1116932
I	1116345	1116515
I	1117815	1119793
I	1117834	1119783
I	1117834	1119783
I	1117852	1119793
I	1117887	1119793
I	1117962	1118618
I	1117976	1118963
I	1117994	1119338
I	1117994	1118758
I	1118029	1119326
I	1118029	1121031
I	1118063	1119793
I	1118159	1119783
I	1118168	1119783
I	1118260	1119783
I	1118263	1119793
I	1118263	1119793
I	1118263	1119783
I	1118263	1119282
I	1118265	1119783
I	1118265	1119793
I	1118308	1119337
I	1118725	1118963
I	1118874	1119298
I	1118874	1119184
I	1118874	1119184
I	1118874	1119296
I	1119044	1119783
I	1119044	1119783
I	1119790	1120901
I	1119790	1120997
I	1119794	1121226
I	1119794	1121208
I	1119794	1121031
I	1119794	1121173
I	1119794	1120752
I	1119795	1120797
I	1119795	1120797
I	1119795	1121226
I	1119795	1121245
I	1119795	1120185
I	1119795	1121066
I	1119795	1120892
I	1119795	1120016
I	1119795	1120016
I	1119795	1120795
I	1119795	1120795
I	1119795	1120185
I	1119802	1121028
I	1119876	1120185
I	1119876	1120185
I	1119984	1121098
I	1120462	1121066
I	1120462	1121049
I	1120563	1120685
I	1124424	1124649
I	1124563	1130595
I	1124688	1124871
I	1130219	1134193
I	1135214	1136277
I	1136270	1165643
I	1138258	1139339
I	1139844	1140144
I	1139844	1140026
I	1139844	1140147
I	1139844	1140143
I	1139855	1140120
I	1139985	1140143
I	1142599	1142843
I	1142610	1142823
I	1143549	1144159
I	1143619	1144752
I	1144933	1145010
I	1145126	1145528
I	1147844	1148904
I	1149018	1149695
I	1149657	1149838
I	1151238	1152036
I	1151241	1152037
I	1151244	1152036
I	1158644	1159035
I	1158766	1159936
I	1159194	1159630
I	1159194	1159630
I	1159267	1159630
I	1159630	1159830
I	1159890	1160133
I	1159894	1160128
I	1160153	1160322
I	1160333	1160465
I	1160963	1161759
I	1160966	1161760
I	1160967	1161761
I	1160967	1161759
I	1160967	1161627
I	1160967	1161760
I	1160967	1161756
I	1160967	1161759
I	1160967	1161369
I	1160967	1161760
I	1160967	1161761
I	1161179	1161744
I	1163175	1163845
I	1163185	1163922
I	1163918	1164383
I	1165641	1169118
I	1169131	1169533
I	1169131	1169535
I	1169147	1169491
I	1169172	1169489
I	1169546	1169961
I	1170082	1177888
I	1171538	1173517
I	1173519	1173647
I	1174419	1174664
I	1174972	1175217
I	1177062	1177489
I	1177695	1186879
I	1179420	1179987
I	1179538	1180129
I	1181401	1182132
I	1181402	1181739
I	1181664	1182132
I	1181814	1182108
I	1181816	1182112
I	1181818	1182107
I	1181832	1182038
I	1184520	1184742
I	1184534	1184732
I	1184540	1184743
I	1184541	1184743
I	1184542	1184743
I	1184543	1184743
I	1184543	1184743
I	1184543	1184742
I	1184577	1184732
I	1184585	1184740
I	1184610	1184742
I	1185856	1186624
I	1185856	1186625
I	1186994	1193748
I	1187754	1188817
I	1193406	1193629
I	1193722	1204391
I	1194627	1194889
I	1194628	1194898
I	1197741	1198518
I	1197741	1198422
I	1199308	1199546
I	1199545	1200109
I	1199545	1200109
I	1199545	1200109
I	1199855	1200364
I	1201399	1201859
I	1202087	1202492
I	1202093	1203012
I	1202093	1203005
I	1202093	1202694
I	1202375	1203006
I	1202605	1203004
I	1203922	1204212
I	1204390	1209987
I	1204393	1204597
I	1205460	1205750
I	1206486	1207278
I	1206486	1207278
I	1206486	1207282
I	1206487	1207282
I	1206488	1207176
I	1206489	1207282
I	1206489	1207278
I	1206489	1207278
I	1209799	1210566
I	1209824	1211868
I	1211750	1215113
I	1215114	1215297
I	1215311	1216020
I	1215311	1216088
I	1215313	1215643
I	1215850	1215960
I	1216433	1219813
I	1216564	1217109
I	1218472	1218683
I	1219819	1220065
I	1219902	1220742
I	1219919	1220519
I	1220752	1220926
I	1220937	1222335
I	1221941	1222507
I	1222510	1223850
I	1223844	1238286
I	1232879	1233093
I	1236378	1237916
I	1238480	1238587
I	1238587	1241721
I	1241461	1243360
I	1241461	1241721
I	1243230	1243725
I	1244190	1250139
I	1244566	1245167
I	1245399	1246078
I	1245402	1246194
I	1249349	1250140
I	1249349	1250035
I	1249349	1250500
I	1249349	1250140
I	1249355	1250140
I	1250408	1251267
I	1251306	1276981
I	1253750	1254353
I	1257087	1257662
I	1258851	1259461
I	1258852	1259454
I	1258853	1259454
I	1258853	1259455
I	1258853	1259454
I	1258853	1259453
I	1275661	1276034
I	1275665	1276034
I	1275666	1276596
I	1275833	1276023
I	1276226	1276595
I	1276276	1276318
I	1277020	1279098
I	1278480	1281468
I	1278482	1279098
I	1281587	1286078
I	1285654	1286055
I	1287002	1299277
I	1296876	1297525
I	1296877	1297523
I	1296877	1297523
I	1296880	1297018
I	1296880	1297024
I	1297382	1297520
I	1297382	1297520
I	1297382	1297520
I	1299374	1314137
I	1306200	1306833
I	1306214	1306689
I	1310319	1310794
I	1314398	1314936
I	1314658	1315031
I	1315209	1317540
I	1319298	1325573
I	1325578	1327524
I	1327627	1328829
I	1328833	1328988
I	1329437	1329543
I	1329441	1329596
I	1330216	1330609
I	1330788	1331104
I	1331320	1332130
I	1331384	1332127
I	1331553	1332127
I	1331701	1332127
I	1331789	1332130
I	1331854	1332130
I	1331880	1335245
I	1331910	1332110
I	1332020	1332127
I	1334293	1343822
I	1334296	1334942
I	1334296	1335245
I	1336304	1336566
I	1337462	1337687
I	1343824	1347530
I	1345229	1345389
I	1345840	1345989
I	1346983	1347433
I	1347168	1347639
I	1347640	1348436
I	1347643	1348436
I	1347643	1348432
I	1347967	1348436
I	1348006	1355642
I	1348759	1349975
I	1350116	1350734
I	1351206	1351362
I	1355263	1356036
I	1355297	1356036
I	1355702	1356050
I	1355816	1357223
I	1356696	1356895
I	1357224	1357595
I	1357412	1359009
I	1359035	1359574
I	1359383	1360783
I	1360633	1360817
I	1360640	1361104
I	1361178	1362721
I	1361819	1362369
I	1362692	1362881
I	1362852	1363650
I	1363090	1363930
I	1363976	1364356
I	1363976	1364374
I	1363976	1364354
I	1364360	1365173
I	1365003	1365996
I	1365786	1366259
I	1366259	1367688
I	1367687	1368149
I	1368150	1368696
I	1368155	1368565
I	1368786	1369024
I	1369022	1369216
I	1369024	1369816
I	1369025	1369816
I	1369817	1371373
I	1371380	1372727
I	1371586	1372242
I	1373458	1373834
I	1373834	1374590
I	1374224	1374693
I	1374331	1375989
I	1375104	1375401
I	1376196	1376624
I	1376196	1376993
I	1376200	1382020
I	1376596	1376989
I	1377503	1378244
I	1377504	1378244
I	1377504	1378244
I	1377506	1377703
I	1377894	1378215
I	1377914	1378244
I	1378076	1378244
I	1379784	1379941
I	1379923	1380157
I	1380149	1380455
I	1381816	1382020
I	1382017	1382439
I	1382017	1382235
I	1382438	1383299
I	1382457	1384146
I	1384146	1389209
I	1387418	1387847
I	1387983	1389209
I	1388422	1389209
I	1388422	1389209
I	1388422	1389209
I	1388422	1391472
I	1388422	1389209
I	1388422	1389203
I	1388422	1389209
I	1388422	1388724
I	1388428	1389211
I	1389738	1390219
I	1390554	1391020
I	1391387	1393778
I	1393650	1395288
I	1394816	1396733
I	1395526	1395669
I	1396658	1403517
I	1399548	1400335
I	1399551	1400288
I	1399552	1400333
I	1399552	1400332
I	1399553	1399899
I	1399553	1399899
I	1399553	1400333
I	1399553	1400332
I	1399553	1400332
I	1399553	1400335
I	1399553	1400333
I	1400530	1401077
I	1401164	1401763
I	1403514	1406747
I	1403890	1404125
I	1404748	1405008
I	1406845	1407027
I	1407123	1408811
I	1407334	1407597
I	1408821	1409165
I	1409308	1409860
I	1409862	1411263
I	1409862	1413242
I	1409862	1411277
I	1413169	1413421
I	1413295	1414332
I	1414266	1430328
I	1417403	1418255
I	1418228	1418799
I	1418228	1419030
I	1418253	1418800
I	1418253	1418634
I	1419415	1419939
I	1419415	1419939
I	1419418	1419939
I	1419418	1419939
I	1419418	1419820
I	1419419	1419939
I	1419419	1419939
I	1419419	1419939
I	1419420	1419829
I	1419420	1419939
I	1419420	1419939
I	1419420	1419939
I	1419982	1420159
I	1421977	1422482
I	1422096	1422362
I	1422102	1422361
I	1423088	1424322
I	1426297	1426597
I	1426298	1426596
I	1426298	1426596
I	1426298	1426604
I	1426307	1426596
I	1428075	1428276
I	1428076	1428275
I	1428077	1428274
I	1428094	1428276
I	1429342	1429878
I	1429342	1430328
I	1429342	1430178
I	1429342	1430328
I	1429342	1430178
I	1429343	1429974
I	1429343	1429974
I	1429606	1430328
I	1429606	1430387
I	1429608	1430387
I	1429608	1430387
I	1429609	1431001
I	1429915	1430387
I	1430328	1430996
I	1430498	1436129
I	1434294	1434896
I	1434298	1434895
I	1434298	1434895
I	1434298	1434895
I	1434298	1434895
I	1436130	1438517
I	1437812	1439012
I	1439013	1441717
I	1439626	1440428
I	1441717	1448922
I	1448273	1448856
I	1448924	1453807
I	1449041	1449222
I	1453602	1454998
I	1455476	1456926
I	1457288	1462863
I	1462505	1475381
I	1462629	1463230
I	1468352	1468544
I	1471669	1472133
I	1472137	1472906
I	1472733	1473052
I	1472861	1473052
I	1472861	1473984
I	1473984	1474805
I	1473984	1474855
I	1473984	1474825
I	1473984	1474808
I	1473984	1474813
I	1473984	1474857
I	1473984	1474855
I	1474034	1474417
I	1474847	1500130
I	1474847	1475381
I	1474847	1475381
I	1476095	1476287
I	1491528	1492098
I	1492602	1492939
I	1493677	1494475
I	1493679	1494472
I	1493679	1494475
I	1493679	1494475
I	1493679	1494475
I	1493685	1494474
I	1493685	1494475
I	1493816	1494475
I	1494257	1494475
I	1496080	1496935
I	1497738	1498048
I	1498057	1498399
I	1498450	1498635
I	1498459	1498603
I	1498481	1498635
I	1500391	1501565
I	1501332	1502340
I	1501790	1503950
I	1501790	1502340
I	1503928	1508618
I	1503959	1504183
I	1505577	1506376
I	1507526	1507793
I	1507592	1508463
I	1507606	1508188
I	1508888	1525257
I	1509005	1509696
I	1509242	1509384
I	1509723	1509866
I	1510596	1511172
I	1512050	1512599
I	1513101	1513851
I	1515301	1516090
I	1515597	1516473
I	1515885	1516458
I	1519307	1520126
I	1519695	1520131
I	1520348	1521275
I	1521362	1522047
I	1521362	1521774
I	1521362	1522151
I	1521362	1522151
I	1521362	1522151
I	1521362	1522151
I	1521362	1521791
I	1521362	1522151
I	1521362	1522151
I	1521362	1522153
I	1521362	1522158
I	1521362	1522152
I	1521362	1521572
I	1521364	1522153
I	1524755	1529742
I	1525354	1525499
I	1526280	1526939
I	1527762	1528799
I	1527762	1528912
I	1527762	1528913
I	1528174	1528912
I	1528213	1528916
I	1528342	1528916
I	1529307	1533691
I	1530587	1531367
I	1530589	1530741
I	1530589	1531370
I	1530589	1531370
I	1531534	1531853
I	1533342	1533630
I	1533509	1533682
I	1533638	1534479
I	1535761	1539716
I	1536420	1537017
I	1539833	1539932
I	1539900	1540282
I	1540233	1546695
I	1542540	1542772
I	1546340	1546696
I	1546679	1551792
I	1547601	1547821
I	1550817	1556872
I	1556569	1556872
I	1556569	1556869
I	1556569	1556869
I	1556569	1556872
I	1556617	1559611
I	1556617	1556872
I	1556617	1556872
I	1556617	1556872
I	1556617	1556872
I	1556617	1556872
I	1556617	1556872
I	1556617	1556872
I	1556617	1556872
I	1556617	1556872
I	1559611	1565769
I	1559740	1560141
I	1561494	1562602
I	1561495	1562602
I	1561495	1562606
I	1561495	1562606
I	1561498	1562602
I	1561502	1562537
I	1561520	1562602
I	1562477	1562602
I	1564277	1564501
I	1565759	1566099
I	1566099	1566346
I	1566124	1567550
I	1567494	1574017
I	1568388	1568515
I	1569479	1570273
I	1569479	1570273
I	1569479	1570273
I	1569479	1570273
I	1569479	1570273
I	1569480	1570273
I	1569480	1570272
I	1569480	1570273
I	1569480	1570274
I	1569480	1570273
I	1569480	1570273
I	1569480	1570274
I	1569480	1570273
I	1569480	1570271
I	1569480	1570274
I	1569480	1570273
I	1569480	1570273
I	1569524	1570273
I	1569601	1570273
I	1569626	1570274
I	1569890	1570273
I	1569906	1570273
I	1570062	1570275
I	1570081	1570274
I	1572137	1572446
I	1572516	1573376
I	1573841	1586110
I	1578014	1578735
I	1586104	1587384
I	1587241	1587384
I	1587241	1587384
I	1587386	1587825
I	1587386	1593773
I	1587386	1588029
I	1594150	1608374
I	1597294	1597554
I	1602669	1603495
I	1608085	1608503
I	1608096	1611377
I	1608717	1609642
I	1611378	1616666
I	1612596	1612820
I	1612660	1612813
I	1612697	1612813
I	1613898	1614268
I	1613900	1614696
I	1613902	1614697
I	1613902	1614695
I	1613903	1614697
I	1614258	1614695
I	1614267	1614695
I	1615306	1615799
I	1616919	1617251
I	1617251	1618504
I	1618392	1620602
I	1620016	1639258
I	1620016	1620602
I	1629790	1630300
I	1631897	1632482
I	1631920	1632650
I	1631931	1632641
I	1631949	1632492
I	1631964	1632641
I	1631987	1632700
I	1632043	1632641
I	1632359	1632641
I	1635023	1635333
I	1639596	1652498
I	1652534	1653284
I	1653212	1658445
I	1658248	1659552
I	1659220	1661610
I	1661499	1662644
I	1661612	1662310
I	1661679	1662857
I	1661923	1664986
I	1662189	1663151
I	1663413	1663551
I	1663887	1664405
I	1664987	1688865
I	1665787	1666131
I	1666634	1666773
I	1683595	1684061
I	1688730	1694547
I	1693717	1710358
I	1696189	1696784
I	1697176	1697797
I	1697184	1697798
I	1697184	1697799
I	1697184	1697775
I	1697184	1697797
I	1697184	1697797
I	1697184	1697797
I	1697184	1697797
I	1703263	1703392
I	1706270	1706967
I	1706271	1706891
I	1706274	1706771
I	1708714	1708983
I	1709216	1709483
I	1710288	1710660
I	1710410	1711310
I	1711308	1711625
I	1711624	1715918
I	1711628	1712075
I	1712071	1712574
I	1712073	1712574
I	1712142	1712574
I	1712279	1712574
I	1712349	1712574
I	1715590	1715760
I	1715917	1716197
I	1715917	1727562
I	1716013	1716209
I	1723463	1724542
I	1723467	1724725
I	1723467	1724724
I	1723467	1724724
I	1727517	1741652
I	1739404	1739584
I	1741351	1743868
I	1741748	1742389
I	1741748	1741989
I	1741748	1741989
I	1741748	1741989
I	1741748	1741988
I	1741748	1742389
I	1741748	1742390
I	1741748	1741989
I	1741749	1742390
I	1741750	1742386
I	1742104	1742390
I	1743872	1747011
I	1744077	1744688
I	1744890	1745452
I	1744890	1745526
I	1744908	1745494
I	1747000	1747630
I	1747252	1756060
I	1748800	1749305
I	1748801	1749304
I	1748801	1749304
I	1748801	1749304
I	1748801	1749304
I	1748953	1749304
I	1749779	1750577
I	1751909	1752067
I	1751909	1752559
I	1751909	1752520
I	1751909	1752578
I	1751909	1752183
I	1753008	1753941
I	1758337	1760364
I	1760300	1761740
I	1761355	1767723
I	1763895	1764611
I	1767568	1771230
I	1771114	1777114
I	1776108	1777114
I	1776846	1779235
I	1779356	1782149
I	1782148	1784721
I	1784246	1797100
I	1784246	1784792
I	1784274	1797100
I	1784274	1784774
I	1784274	1784695
I	1786667	1786997
I	1797096	1812223
I	1812211	1812737
I	1812509	1814851
I	1814492	1827430
I	1821827	1822098
I	1824492	1824754
I	1824561	1825300
I	1824561	1825283
I	1824561	1825278
I	1826001	1826285
I	1826001	1826286
I	1826001	1826285
I	1827636	1830864
I	1829864	1830421
I	1830867	1837577
I	1831734	1832078
I	1837577	1848723
I	1839751	1840012
I	1848824	1852729
I	1851731	1852471
I	1852479	1852687
I	1852479	1852729
I	1852479	1852729
I	1852529	1852950
I	1852794	1853288
I	1852808	1853217
I	1852889	1852998
I	1853217	1866364
I	1854033	1854744
I	1854033	1854744
I	1854037	1854359
I	1855000	1855102
I	1858407	1858696
I	1861370	1861751
I	1861370	1861751
I	1861370	1861751
I	1861370	1861745
I	1861370	1861751
I	1861370	1861751
I	1861370	1861751
I	1863650	1864276
I	1864275	1864705
I	1864587	1865198
I	1866375	1868173
