chr	start	stop
III	12371000	12385000
III	12425000	12451000
III	12729000	12760000
III	12824000	12836000
III	12992000	13002000
III	13231000	13243000
IV	1093000	1098000
IV	1122000	1125000
IV	1228000	1248000
IV	1265000	1273000
IV	1349000	1352000
IV	1536000	1551000
IV	1590000	1592000
IV	1607000	1609000
IV	1816000	1878000
IV	1983000	1985000
IV	2054000	2067000
IV	2105000	2116000
IV	2464000	2466000
IV	2476000	2481000
IV	2505000	2507000
IV	2552000	2557000
IV	2734000	2746000
IV	2768000	2770000
IV	2781000	2783000
IV	2796000	2800000
IV	2828000	2829000
IV	2831000	2843000
IV	2859000	2863000
IV	2888000	2891000
IV	2958000	2960000
IV	3455000	3480000
IV	3732000	3744000
IV	3810000	3822000
IV	4067000	4068000
IV	4098000	4102000
IV	4121000	4124000
IV	5840000	5843000
IV	6629000	6634000
IV	7470000	7471000
IV	12376000	12434000
IV	12445000	12446000
IV	12827000	12836000
IV	12878000	12902000
IV	12947000	12956000
IV	13530000	13543000
IV	13623000	13641000
IV	13990000	14004000
IV	14181000	14185000
IV	14186000	14195000
IV	15310000	15321000
IV	15439000	15445000
IV	15460000	15479000
IV	15487000	15496000
IV	15624000	15634000
IV	15897000	15898000
IV	15944000	15954000
IV	16221000	16227000
IV	16232000	16233000
IV	16243000	16246000
IV	16285000	16286000
IV	16446000	16447000
IV	16462000	16465000
IV	16475000	16481000
IV	16490000	16492000
IV	16709000	16716000
IV	16788000	16791000
IV	16838000	16839000
IV	17075000	17077000
IV	17207000	17230000
IV	17254000	17255000
IV	17420000	17422000
V	10000	195000
V	207000	253000
V	291000	303000
V	313000	391000
V	766000	772000
V	901000	902000
V	970000	988000
V	1005000	1045000
V	1065000	1094000
V	1104000	1111000
V	1121000	1141000
V	1538000	1541000
V	1621000	1641000
V	1657000	1664000
V	1686000	1722000
V	1844000	1853000
V	1954000	1965000
V	2005000	2031000
V	2127000	2173000
V	2227000	2235000
V	2245000	2259000
V	2276000	2285000
V	2303000	2317000
V	2335000	2348000
V	2560000	2580000
V	2663000	2689000
V	2707000	2711000
V	2731000	2771000
V	2823000	2828000
V	3130000	3164000
V	3174000	3195000
V	3237000	3238000
V	3447000	3503000
V	3531000	3559000
V	3575000	3614000
V	3690000	3693000
V	3712000	3731000
V	3758000	3775000
V	4167000	4194000
V	4208000	4243000
V	4258000	4267000
V	4286000	4301000
V	4311000	4333000
V	4339000	4342000
V	4358000	4375000
V	4404000	4418000
V	4434000	4465000
V	4531000	4540000
V	4599000	4615000
V	4760000	4769000
V	4855000	4856000
V	4920000	4937000
V	4949000	4957000
V	4976000	4981000
V	5028000	5077000
V	5078000	5091000
V	5177000	5270000
V	6380000	6394000
V	6416000	6427000
V	6877000	6890000
V	7102000	7107000
V	7156000	7170000
V	7209000	7226000
V	7516000	7592000
V	8960000	8961000
V	8988000	8990000
V	10454000	10464000
V	12387000	12400000
V	13044000	13124000
V	13165000	13175000
V	13500000	13501000
V	13676000	13767000
V	13806000	13962000
V	14305000	14320000
V	14501000	14528000
V	14542000	14545000
V	15160000	15172000
V	15183000	15200000
V	15210000	15211000
V	15342000	15376000
V	15389000	15417000
V	15443000	15506000
V	15516000	15564000
V	15576000	15594000
V	15627000	15653000
V	15686000	15690000
V	15840000	15854000
V	16050000	16052000
V	16063000	16067000
V	16106000	16112000
V	16156000	16161000
V	16426000	16430000
V	16449000	16452000
V	16458000	16463000
V	16511000	16512000
V	16533000	16572000
V	16644000	16647000
V	16657000	16675000
V	16693000	16694000
V	16707000	16710000
V	16719000	16732000
V	16833000	16838000
V	17659000	17664000
V	17690000	17706000
V	17716000	17742000
V	17743000	17766000
V	17778000	17780000
V	17789000	17801000
V	17834000	17846000
V	17901000	17910000
V	17920000	17964000
V	17987000	18001000
V	18127000	18130000
V	18328000	18333000
V	18352000	18366000
V	18391000	18411000
V	18420000	18421000
V	18430000	18433000
V	18531000	18539000
V	18725000	18730000
V	18887000	18898000
V	19092000	19099000
V	19122000	19125000
V	19139000	19160000
V	19199000	19237000
V	19625000	19632000
V	19767000	19768000
V	19777000	19779000
V	19808000	19810000
V	19868000	19874000
V	19886000	19887000
V	19900000	19902000
V	20060000	20061000
V	20086000	20087000
V	20099000	20102000
V	20250000	20264000
V	20437000	20438000
V	20506000	20513000
X	53000	66000
X	288000	292000
X	1460000	1463000
X	1543000	1547000
X	1558000	1596000
X	1654000	1660000
X	1670000	1695000
X	1711000	1712000
X	1800000	1818000
X	1836000	1840000
X	2030000	2039000
X	2744000	2753000
X	5114000	5123000
X	5309000	5318000
X	6112000	6128000
X	7345000	7346000
X	11768000	11784000
X	13461000	13466000
X	14174000	14183000
X	14367000	14370000
X	14371000	14374000
X	14380000	14385000
X	14395000	14396000
X	15533000	15543000
X	15630000	15637000
X	15812000	15815000
X	15825000	15826000
X	17260000	17269000
X	17287000	17302000
X	17703000	17704000
