chr	start	stop
I	12408000	12409000
I	12409000	12410000
I	12410000	12411000
I	12411000	12412000
I	12412000	12413000
I	12413000	12414000
I	12414000	12415000
I	12415000	12416000
I	12416000	12417000
I	12417000	12418000
I	12418000	12419000
I	12419000	12420000
I	12420000	12421000
I	12421000	12422000
I	12422000	12423000
I	12423000	12424000
I	12424000	12425000
I	12425000	12426000
I	12426000	12427000
I	12427000	12428000
I	12428000	12429000
I	12429000	12430000
I	12430000	12431000
I	12431000	12432000
I	12456000	12457000
I	12457000	12458000
I	12460000	12461000
I	12461000	12462000
I	12462000	12463000
I	12463000	12464000
I	12464000	12465000
I	12465000	12466000
I	12466000	12467000
I	12467000	12468000
I	12468000	12469000
I	12469000	12470000
I	12470000	12471000
I	12471000	12472000
I	12472000	12473000
I	12473000	12474000
I	12474000	12475000
I	12622000	12623000
I	12645000	12646000
I	12651000	12652000
I	12652000	12653000
I	12653000	12654000
I	12654000	12655000
I	12655000	12656000
I	12656000	12657000
I	12657000	12658000
I	12658000	12659000
I	12659000	12660000
I	12660000	12661000
I	12661000	12662000
I	12662000	12663000
I	12663000	12664000
I	12664000	12665000
I	12665000	12666000
I	12666000	12667000
I	12667000	12668000
I	12668000	12669000
I	12669000	12670000
I	12670000	12671000
I	12671000	12672000
I	12672000	12673000
I	12673000	12674000
I	12674000	12675000
I	12675000	12676000
I	12676000	12677000
I	12677000	12678000
I	12678000	12679000
I	12679000	12680000
I	12680000	12681000
I	12681000	12682000
I	12688000	12689000
I	12689000	12690000
I	12690000	12691000
I	12691000	12692000
I	12692000	12693000
I	12693000	12694000
I	12694000	12695000
I	12695000	12696000
I	12696000	12697000
I	12697000	12698000
I	12752000	12753000
I	12753000	12754000
I	12785000	12786000
I	12786000	12787000
I	12787000	12788000
I	12788000	12789000
I	12789000	12790000
I	12790000	12791000
I	12791000	12792000
I	12792000	12793000
I	12793000	12794000
I	12794000	12795000
I	12797000	12798000
I	12798000	12799000
I	12799000	12800000
I	12800000	12801000
I	12801000	12802000
I	12802000	12803000
I	12803000	12804000
I	12804000	12805000
I	12805000	12806000
I	13016000	13017000
I	13017000	13018000
I	13018000	13019000
I	13019000	13020000
I	13020000	13021000
I	13021000	13022000
I	13022000	13023000
I	13023000	13024000
I	13024000	13025000
I	13025000	13026000
I	13026000	13027000
I	13027000	13028000
I	13028000	13029000
I	13029000	13030000
I	13030000	13031000
I	13031000	13032000
I	13032000	13033000
I	13033000	13034000
I	13034000	13035000
I	13035000	13036000
I	13036000	13037000
I	13037000	13038000
I	13038000	13039000
I	13039000	13040000
I	13040000	13041000
I	13041000	13042000
I	13042000	13043000
I	13043000	13044000
I	13044000	13045000
I	13045000	13046000
I	13046000	13047000
I	13047000	13048000
I	13048000	13049000
I	13049000	13050000
I	13050000	13051000
I	13051000	13052000
I	13052000	13053000
I	13161000	13162000
I	13162000	13163000
I	13163000	13164000
I	13164000	13165000
I	13165000	13166000
I	13166000	13167000
I	13167000	13168000
I	13168000	13169000
I	13169000	13170000
I	13170000	13171000
I	13171000	13172000
I	13172000	13173000
I	13173000	13174000
I	13174000	13175000
I	13175000	13176000
I	13176000	13177000
I	13177000	13178000
I	13178000	13179000
I	13179000	13180000
I	13180000	13181000
I	13181000	13182000
I	13182000	13183000
I	13183000	13184000
I	13184000	13185000
I	13185000	13186000
I	13356000	13357000
I	13376000	13377000
I	13800000	13801000
I	13801000	13802000
I	13802000	13803000
I	13803000	13804000
I	13804000	13805000
I	13805000	13806000
I	13806000	13807000
I	13807000	13808000
I	13808000	13809000
I	13809000	13810000
I	13810000	13811000
I	13811000	13812000
I	13812000	13813000
I	13813000	13814000
I	13814000	13815000
I	13815000	13816000
I	13816000	13817000
I	13817000	13818000
I	13818000	13819000
I	13819000	13820000
I	14028000	14029000
I	14029000	14030000
I	14030000	14031000
I	14031000	14032000
I	14032000	14033000
I	14033000	14034000
I	14034000	14035000
I	14035000	14036000
I	14036000	14037000
I	14281000	14282000
I	14282000	14283000
I	14283000	14284000
I	14284000	14285000
I	14285000	14286000
I	14286000	14287000
I	14287000	14288000
I	14288000	14289000
I	14289000	14290000
I	14290000	14291000
I	14291000	14292000
I	14292000	14293000
I	14293000	14294000
I	14295000	14296000
I	14296000	14297000
I	14297000	14298000
I	14298000	14299000
I	14299000	14300000
I	14300000	14301000
I	14301000	14302000
I	14302000	14303000
I	14303000	14304000
I	14304000	14305000
I	14305000	14306000
I	14306000	14307000
I	14307000	14308000
I	14308000	14309000
I	14421000	14422000
I	14422000	14423000
I	14423000	14424000
I	14424000	14425000
I	14503000	14504000
I	14504000	14505000
I	14505000	14506000
I	14506000	14507000
I	14535000	14536000
I	14536000	14537000
I	14537000	14538000
I	14538000	14539000
I	14539000	14540000
I	14540000	14541000
I	14541000	14542000
I	14542000	14543000
I	14543000	14544000
I	14544000	14545000
I	14545000	14546000
I	14546000	14547000
I	14547000	14548000
I	14548000	14549000
I	14549000	14550000
I	14550000	14551000
I	14551000	14552000
I	14552000	14553000
I	14553000	14554000
II	262000	263000
II	263000	264000
II	264000	265000
II	265000	266000
II	266000	267000
II	267000	268000
II	268000	269000
II	269000	270000
II	270000	271000
II	271000	272000
II	272000	273000
II	273000	274000
II	274000	275000
II	275000	276000
II	276000	277000
II	277000	278000
II	278000	279000
II	279000	280000
II	280000	281000
II	281000	282000
II	282000	283000
II	283000	284000
II	284000	285000
II	285000	286000
II	286000	287000
II	287000	288000
II	288000	289000
II	289000	290000
II	299000	300000
II	300000	301000
II	301000	302000
II	302000	303000
II	303000	304000
II	304000	305000
II	305000	306000
II	306000	307000
II	307000	308000
II	430000	431000
II	431000	432000
II	432000	433000
II	433000	434000
II	434000	435000
II	435000	436000
II	436000	437000
II	437000	438000
II	438000	439000
II	439000	440000
II	440000	441000
II	441000	442000
II	442000	443000
II	443000	444000
II	444000	445000
II	445000	446000
II	446000	447000
II	447000	448000
II	448000	449000
II	449000	450000
II	450000	451000
II	451000	452000
II	452000	453000
II	453000	454000
II	454000	455000
II	455000	456000
II	473000	474000
II	474000	475000
II	475000	476000
II	476000	477000
II	477000	478000
II	478000	479000
II	479000	480000
II	480000	481000
II	481000	482000
II	482000	483000
II	483000	484000
II	484000	485000
II	485000	486000
II	486000	487000
II	487000	488000
II	488000	489000
II	489000	490000
II	490000	491000
II	491000	492000
II	492000	493000
II	493000	494000
II	494000	495000
II	495000	496000
II	496000	497000
II	497000	498000
II	498000	499000
II	499000	500000
II	500000	501000
II	501000	502000
II	502000	503000
II	503000	504000
II	504000	505000
II	505000	506000
II	506000	507000
II	507000	508000
II	508000	509000
II	509000	510000
II	510000	511000
II	511000	512000
II	512000	513000
II	513000	514000
II	514000	515000
II	515000	516000
II	516000	517000
II	517000	518000
II	518000	519000
II	519000	520000
II	520000	521000
II	521000	522000
II	522000	523000
II	523000	524000
II	524000	525000
II	525000	526000
II	526000	527000
II	527000	528000
II	528000	529000
II	529000	530000
II	576000	577000
II	577000	578000
II	578000	579000
II	579000	580000
II	580000	581000
II	581000	582000
II	582000	583000
II	583000	584000
II	584000	585000
II	585000	586000
II	586000	587000
II	587000	588000
II	588000	589000
II	589000	590000
II	590000	591000
II	591000	592000
II	592000	593000
II	593000	594000
II	594000	595000
II	595000	596000
II	596000	597000
II	597000	598000
II	598000	599000
II	599000	600000
II	600000	601000
II	601000	602000
II	602000	603000
II	603000	604000
II	604000	605000
II	605000	606000
II	606000	607000
II	607000	608000
II	608000	609000
II	609000	610000
II	610000	611000
II	611000	612000
II	612000	613000
II	613000	614000
II	614000	615000
II	615000	616000
II	616000	617000
II	617000	618000
II	618000	619000
II	619000	620000
II	620000	621000
II	621000	622000
II	622000	623000
II	623000	624000
II	624000	625000
II	625000	626000
II	626000	627000
II	627000	628000
II	628000	629000
II	631000	632000
II	632000	633000
II	633000	634000
II	634000	635000
II	635000	636000
II	636000	637000
II	637000	638000
II	638000	639000
II	639000	640000
II	640000	641000
II	641000	642000
II	642000	643000
II	643000	644000
II	644000	645000
II	645000	646000
II	646000	647000
II	647000	648000
II	648000	649000
II	649000	650000
II	650000	651000
II	651000	652000
II	652000	653000
II	653000	654000
II	654000	655000
II	655000	656000
II	656000	657000
II	657000	658000
II	658000	659000
II	659000	660000
II	660000	661000
II	661000	662000
II	662000	663000
II	663000	664000
II	664000	665000
II	665000	666000
II	666000	667000
II	667000	668000
II	668000	669000
II	669000	670000
II	670000	671000
II	671000	672000
II	672000	673000
II	674000	675000
II	675000	676000
II	676000	677000
II	677000	678000
II	678000	679000
II	679000	680000
II	868000	869000
II	869000	870000
II	870000	871000
II	871000	872000
II	872000	873000
II	873000	874000
II	874000	875000
II	875000	876000
II	934000	935000
II	935000	936000
II	936000	937000
II	958000	959000
II	975000	976000
II	976000	977000
II	979000	980000
II	984000	985000
II	985000	986000
II	986000	987000
II	987000	988000
II	988000	989000
II	989000	990000
II	990000	991000
II	991000	992000
II	992000	993000
II	993000	994000
II	1023000	1024000
II	1024000	1025000
II	1025000	1026000
II	1026000	1027000
II	1027000	1028000
II	1028000	1029000
II	1029000	1030000
II	1030000	1031000
II	1031000	1032000
II	1032000	1033000
II	1033000	1034000
II	1034000	1035000
II	1035000	1036000
II	1036000	1037000
II	1037000	1038000
II	1038000	1039000
II	1039000	1040000
II	1040000	1041000
II	1041000	1042000
II	1042000	1043000
II	1043000	1044000
II	1044000	1045000
II	1045000	1046000
II	1046000	1047000
II	1047000	1048000
II	1048000	1049000
II	1049000	1050000
II	1050000	1051000
II	1051000	1052000
II	1052000	1053000
II	1053000	1054000
II	1054000	1055000
II	1055000	1056000
II	1074000	1075000
II	1108000	1109000
II	1109000	1110000
II	1110000	1111000
II	1111000	1112000
II	1112000	1113000
II	1113000	1114000
II	1114000	1115000
II	1115000	1116000
II	1116000	1117000
II	1374000	1375000
II	1375000	1376000
II	1376000	1377000
II	1377000	1378000
II	1412000	1413000
II	1413000	1414000
II	1414000	1415000
II	1415000	1416000
II	1416000	1417000
II	1417000	1418000
II	1418000	1419000
II	1419000	1420000
II	1420000	1421000
II	1424000	1425000
II	1425000	1426000
II	1426000	1427000
II	1427000	1428000
II	1428000	1429000
II	1429000	1430000
II	1430000	1431000
II	1431000	1432000
II	1432000	1433000
II	1433000	1434000
II	1434000	1435000
II	1524000	1525000
II	1525000	1526000
II	1640000	1641000
II	1665000	1666000
II	1666000	1667000
II	1667000	1668000
II	1668000	1669000
II	1669000	1670000
II	1670000	1671000
II	1671000	1672000
II	1672000	1673000
II	1673000	1674000
II	1674000	1675000
II	1675000	1676000
II	1676000	1677000
II	1677000	1678000
II	1682000	1683000
II	1683000	1684000
II	1684000	1685000
II	1685000	1686000
II	1686000	1687000
II	1687000	1688000
II	1688000	1689000
II	1689000	1690000
II	1690000	1691000
II	1691000	1692000
II	1692000	1693000
II	1693000	1694000
II	1694000	1695000
II	1695000	1696000
II	1696000	1697000
II	1697000	1698000
II	1703000	1704000
II	1704000	1705000
II	1705000	1706000
II	1706000	1707000
II	1707000	1708000
II	1708000	1709000
II	1709000	1710000
II	1710000	1711000
II	1711000	1712000
II	1712000	1713000
II	1713000	1714000
II	1714000	1715000
II	1715000	1716000
II	1716000	1717000
II	1736000	1737000
II	1737000	1738000
II	1738000	1739000
II	1739000	1740000
II	1740000	1741000
II	1741000	1742000
II	1742000	1743000
II	1743000	1744000
II	1744000	1745000
II	1961000	1962000
II	1962000	1963000
II	1963000	1964000
II	1964000	1965000
II	1965000	1966000
II	1966000	1967000
II	1967000	1968000
II	1968000	1969000
II	1969000	1970000
II	1970000	1971000
II	1971000	1972000
II	1972000	1973000
II	1973000	1974000
II	1974000	1975000
II	1975000	1976000
II	1976000	1977000
II	1980000	1981000
II	1981000	1982000
II	1982000	1983000
II	1985000	1986000
II	1986000	1987000
II	1997000	1998000
II	1998000	1999000
II	1999000	2000000
II	2000000	2001000
II	2001000	2002000
II	2010000	2011000
II	2187000	2188000
II	2188000	2189000
II	2189000	2190000
II	2190000	2191000
II	2191000	2192000
II	2192000	2193000
II	2193000	2194000
II	2219000	2220000
II	2220000	2221000
II	2221000	2222000
II	2222000	2223000
II	2223000	2224000
II	2438000	2439000
II	2439000	2440000
II	2440000	2441000
II	2441000	2442000
II	2442000	2443000
II	2491000	2492000
II	2528000	2529000
II	2529000	2530000
II	2530000	2531000
II	2531000	2532000
II	2552000	2553000
II	2553000	2554000
II	2554000	2555000
II	2555000	2556000
II	2556000	2557000
II	2557000	2558000
II	2576000	2577000
II	2577000	2578000
II	2588000	2589000
II	2589000	2590000
II	2590000	2591000
II	2591000	2592000
II	2592000	2593000
II	2593000	2594000
II	2594000	2595000
II	2595000	2596000
II	2596000	2597000
II	2597000	2598000
II	2598000	2599000
II	2599000	2600000
II	2611000	2612000
II	2612000	2613000
II	2613000	2614000
II	2614000	2615000
II	2621000	2622000
II	2622000	2623000
II	2623000	2624000
II	2624000	2625000
II	2639000	2640000
II	2640000	2641000
II	2641000	2642000
II	2642000	2643000
II	2643000	2644000
II	2644000	2645000
II	2645000	2646000
II	2646000	2647000
II	2647000	2648000
II	2648000	2649000
II	2649000	2650000
II	2650000	2651000
II	2651000	2652000
II	2652000	2653000
II	2653000	2654000
II	2787000	2788000
II	2788000	2789000
II	2789000	2790000
II	2790000	2791000
II	2791000	2792000
II	2792000	2793000
II	2793000	2794000
II	2794000	2795000
II	2795000	2796000
II	2796000	2797000
II	2797000	2798000
II	2919000	2920000
II	2920000	2921000
II	2921000	2922000
II	3062000	3063000
II	3177000	3178000
II	3256000	3257000
II	3257000	3258000
II	3258000	3259000
II	3259000	3260000
II	3260000	3261000
II	3261000	3262000
II	3262000	3263000
II	3263000	3264000
II	3264000	3265000
II	3265000	3266000
II	3266000	3267000
II	3267000	3268000
II	3268000	3269000
II	3269000	3270000
II	3302000	3303000
II	3303000	3304000
II	3304000	3305000
II	3305000	3306000
II	3306000	3307000
II	3307000	3308000
II	3308000	3309000
II	3375000	3376000
II	3376000	3377000
II	3502000	3503000
II	3511000	3512000
II	3739000	3740000
II	3740000	3741000
II	3741000	3742000
II	3742000	3743000
II	3743000	3744000
II	3744000	3745000
II	3833000	3834000
II	3834000	3835000
II	3835000	3836000
II	3836000	3837000
II	3837000	3838000
II	3838000	3839000
II	3839000	3840000
II	3840000	3841000
II	3841000	3842000
II	3842000	3843000
II	3843000	3844000
II	3844000	3845000
II	3845000	3846000
II	3846000	3847000
II	3847000	3848000
II	3848000	3849000
II	3849000	3850000
II	3850000	3851000
II	3851000	3852000
II	3852000	3853000
II	3853000	3854000
II	3854000	3855000
II	3855000	3856000
II	3856000	3857000
II	3857000	3858000
II	3858000	3859000
II	3859000	3860000
II	3860000	3861000
II	3861000	3862000
II	3862000	3863000
II	3863000	3864000
II	3864000	3865000
II	3865000	3866000
II	3866000	3867000
II	3867000	3868000
II	3868000	3869000
II	3869000	3870000
II	3870000	3871000
II	3871000	3872000
II	3987000	3988000
II	3988000	3989000
II	3989000	3990000
II	3990000	3991000
II	3991000	3992000
II	3998000	3999000
II	3999000	4000000
II	4000000	4001000
II	4001000	4002000
II	4002000	4003000
II	4197000	4198000
II	4198000	4199000
II	4199000	4200000
II	4200000	4201000
II	4201000	4202000
II	4202000	4203000
II	4203000	4204000
II	4204000	4205000
II	4205000	4206000
II	4303000	4304000
II	4304000	4305000
II	4305000	4306000
II	4306000	4307000
II	4307000	4308000
II	4308000	4309000
II	4309000	4310000
II	4310000	4311000
II	4311000	4312000
II	4433000	4434000
II	4434000	4435000
II	4435000	4436000
II	4436000	4437000
II	4437000	4438000
II	4438000	4439000
II	4439000	4440000
II	4440000	4441000
II	4441000	4442000
II	4442000	4443000
II	4443000	4444000
II	10429000	10430000
II	10430000	10431000
II	10431000	10432000
II	10432000	10433000
II	10433000	10434000
II	10434000	10435000
II	10435000	10436000
II	10436000	10437000
II	10437000	10438000
II	10438000	10439000
II	10439000	10440000
II	10440000	10441000
II	10441000	10442000
II	10442000	10443000
II	10443000	10444000
II	10444000	10445000
II	10445000	10446000
II	10446000	10447000
II	10447000	10448000
II	10448000	10449000
II	10449000	10450000
II	10450000	10451000
II	10451000	10452000
II	10452000	10453000
II	10453000	10454000
II	10454000	10455000
II	10455000	10456000
II	10456000	10457000
II	10457000	10458000
II	10458000	10459000
II	10459000	10460000
II	10460000	10461000
II	10461000	10462000
II	10462000	10463000
II	10463000	10464000
II	10464000	10465000
II	10626000	10627000
II	10627000	10628000
II	10628000	10629000
II	10629000	10630000
II	10630000	10631000
II	10631000	10632000
II	10632000	10633000
II	10633000	10634000
II	10634000	10635000
II	10635000	10636000
II	10636000	10637000
II	10637000	10638000
II	10638000	10639000
II	10639000	10640000
II	10640000	10641000
II	10641000	10642000
II	10642000	10643000
II	10643000	10644000
II	10644000	10645000
II	10645000	10646000
II	10646000	10647000
II	10647000	10648000
II	10648000	10649000
II	10649000	10650000
II	10650000	10651000
II	10651000	10652000
II	10652000	10653000
II	10653000	10654000
II	10654000	10655000
II	10655000	10656000
II	10656000	10657000
II	10661000	10662000
II	10662000	10663000
II	10663000	10664000
II	10664000	10665000
II	10665000	10666000
II	10666000	10667000
II	10667000	10668000
II	10668000	10669000
II	10669000	10670000
II	10670000	10671000
II	10671000	10672000
II	10672000	10673000
II	10673000	10674000
II	11367000	11368000
II	11368000	11369000
II	11369000	11370000
II	11370000	11371000
II	11371000	11372000
II	11372000	11373000
II	11373000	11374000
II	11374000	11375000
II	11375000	11376000
II	11981000	11982000
II	11982000	11983000
II	11983000	11984000
II	11984000	11985000
II	12061000	12062000
II	12062000	12063000
II	12063000	12064000
II	12064000	12065000
II	12065000	12066000
II	12066000	12067000
II	12067000	12068000
II	12068000	12069000
II	12069000	12070000
II	12093000	12094000
II	12094000	12095000
II	12095000	12096000
II	12096000	12097000
II	12097000	12098000
II	12107000	12108000
II	12293000	12294000
II	12294000	12295000
II	12295000	12296000
II	12296000	12297000
II	12297000	12298000
II	12526000	12527000
II	12527000	12528000
II	12528000	12529000
II	12548000	12549000
II	12549000	12550000
II	12550000	12551000
II	12551000	12552000
II	12552000	12553000
II	12553000	12554000
II	12554000	12555000
II	12555000	12556000
II	12556000	12557000
II	12557000	12558000
II	12558000	12559000
II	12559000	12560000
II	12560000	12561000
II	12561000	12562000
II	12562000	12563000
II	12563000	12564000
II	12564000	12565000
II	12565000	12566000
II	12566000	12567000
II	12567000	12568000
II	12568000	12569000
II	12569000	12570000
II	12570000	12571000
II	12571000	12572000
II	12572000	12573000
II	12573000	12574000
II	12574000	12575000
II	12575000	12576000
II	12576000	12577000
II	12577000	12578000
II	12679000	12680000
II	12704000	12705000
II	12705000	12706000
II	12706000	12707000
II	12707000	12708000
II	12708000	12709000
II	12709000	12710000
II	12710000	12711000
II	12711000	12712000
II	12712000	12713000
II	12713000	12714000
II	12714000	12715000
II	12715000	12716000
II	12716000	12717000
II	12718000	12719000
II	12719000	12720000
II	12720000	12721000
II	12721000	12722000
II	12722000	12723000
II	12723000	12724000
II	12724000	12725000
II	12725000	12726000
II	12726000	12727000
II	12746000	12747000
II	12805000	12806000
II	12806000	12807000
II	12807000	12808000
II	12808000	12809000
II	12809000	12810000
II	12810000	12811000
II	12811000	12812000
II	12812000	12813000
II	12813000	12814000
II	12814000	12815000
II	12815000	12816000
II	12816000	12817000
II	12817000	12818000
II	12878000	12879000
II	12879000	12880000
II	12880000	12881000
II	13130000	13131000
II	13131000	13132000
II	13132000	13133000
II	13133000	13134000
II	13134000	13135000
II	13135000	13136000
II	13136000	13137000
II	13137000	13138000
II	13138000	13139000
II	13139000	13140000
II	13140000	13141000
II	13141000	13142000
II	13142000	13143000
II	13143000	13144000
II	13144000	13145000
II	13145000	13146000
II	13146000	13147000
