CHROM	START_BIN	END_BIN
I	1155000	1156000
I	1156000	1157000
I	1157000	1158000
I	1158000	1159000
I	1159000	1160000
I	1160000	1161000
I	1161000	1162000
I	1162000	1163000
I	1163000	1164000
I	1164000	1165000
I	1165000	1166000
I	1166000	1167000
I	1167000	1168000
I	1168000	1169000
I	1179000	1180000
I	1180000	1181000
I	1224000	1225000
I	1225000	1226000
I	1226000	1227000
I	1227000	1228000
I	1228000	1229000
I	1229000	1230000
I	1230000	1231000
I	1231000	1232000
I	1232000	1233000
I	1233000	1234000
I	1234000	1235000
I	1235000	1236000
I	1236000	1237000
I	1237000	1238000
I	1238000	1239000
I	1239000	1240000
I	1240000	1241000
I	1241000	1242000
I	1242000	1243000
I	1243000	1244000
I	1244000	1245000
I	1245000	1246000
I	1246000	1247000
I	1247000	1248000
I	1248000	1249000
I	1249000	1250000
I	1250000	1251000
I	1251000	1252000
I	1252000	1253000
I	1253000	1254000
I	1254000	1255000
I	1255000	1256000
I	1256000	1257000
I	1257000	1258000
I	1258000	1259000
I	1259000	1260000
I	1260000	1261000
I	1261000	1262000
I	1262000	1263000
I	1263000	1264000
I	1264000	1265000
I	1265000	1266000
I	1266000	1267000
I	1267000	1268000
I	1268000	1269000
I	1269000	1270000
I	1270000	1271000
I	1271000	1272000
I	1272000	1273000
I	1273000	1274000
I	1274000	1275000
I	1275000	1276000
I	1276000	1277000
I	1277000	1278000
I	1278000	1279000
I	1279000	1280000
I	1280000	1281000
I	1281000	1282000
I	1282000	1283000
I	1283000	1284000
I	1284000	1285000
I	1285000	1286000
I	1286000	1287000
I	1287000	1288000
I	1288000	1289000
I	1289000	1290000
I	1290000	1291000
I	1291000	1292000
I	1292000	1293000
I	1293000	1294000
I	1294000	1295000
I	1295000	1296000
I	1296000	1297000
I	1297000	1298000
I	1298000	1299000
I	1299000	1300000
I	1300000	1301000
I	1301000	1302000
I	1302000	1303000
I	1303000	1304000
I	1304000	1305000
I	1305000	1306000
I	1306000	1307000
I	1307000	1308000
I	1308000	1309000
I	1309000	1310000
I	1310000	1311000
I	1311000	1312000
I	1312000	1313000
I	1313000	1314000
I	1314000	1315000
I	1315000	1316000
I	1316000	1317000
I	1317000	1318000
I	1318000	1319000
I	1319000	1320000
I	1320000	1321000
I	1321000	1322000
I	1322000	1323000
I	1323000	1324000
I	1324000	1325000
I	1325000	1326000
I	1326000	1327000
I	1327000	1328000
I	1328000	1329000
I	1329000	1330000
I	1330000	1331000
I	1331000	1332000
I	1332000	1333000
I	1333000	1334000
I	1334000	1335000
I	1335000	1336000
I	1336000	1337000
I	1425000	1426000
I	1426000	1427000
I	1427000	1428000
I	1428000	1429000
I	1429000	1430000
I	1430000	1431000
I	1431000	1432000
I	1432000	1433000
I	1433000	1434000
I	1434000	1435000
I	1435000	1436000
I	1436000	1437000
I	1437000	1438000
I	1438000	1439000
I	1439000	1440000
I	1440000	1441000
I	1441000	1442000
I	1442000	1443000
I	1443000	1444000
I	1444000	1445000
I	1445000	1446000
I	1446000	1447000
I	1447000	1448000
I	1448000	1449000
I	1449000	1450000
I	1450000	1451000
I	1451000	1452000
I	1452000	1453000
I	1453000	1454000
I	1454000	1455000
I	1455000	1456000
I	1456000	1457000
I	1457000	1458000
I	1458000	1459000
I	1459000	1460000
I	1460000	1461000
I	1461000	1462000
I	1462000	1463000
I	1463000	1464000
I	1464000	1465000
I	1465000	1466000
I	1466000	1467000
I	1467000	1468000
I	1468000	1469000
I	1469000	1470000
I	1470000	1471000
I	1471000	1472000
I	1472000	1473000
I	1473000	1474000
I	1474000	1475000
I	1475000	1476000
I	1476000	1477000
I	1477000	1478000
I	1478000	1479000
I	1479000	1480000
I	1480000	1481000
I	1481000	1482000
I	1482000	1483000
I	1483000	1484000
I	1484000	1485000
I	1485000	1486000
I	1486000	1487000
I	1487000	1488000
I	1488000	1489000
I	1489000	1490000
I	1490000	1491000
I	1491000	1492000
I	1492000	1493000
I	1493000	1494000
I	1494000	1495000
I	1495000	1496000
I	1496000	1497000
I	1497000	1498000
I	1498000	1499000
I	1499000	1500000
I	1500000	1501000
I	1501000	1502000
I	1502000	1503000
I	1503000	1504000
I	1504000	1505000
I	1505000	1506000
I	1506000	1507000
I	1507000	1508000
I	1508000	1509000
I	1509000	1510000
I	1510000	1511000
I	1511000	1512000
I	1512000	1513000
I	1529000	1530000
I	1530000	1531000
I	1531000	1532000
I	1532000	1533000
I	1533000	1534000
I	1534000	1535000
I	1535000	1536000
I	1536000	1537000
I	1537000	1538000
I	1538000	1539000
I	1539000	1540000
I	1540000	1541000
I	1541000	1542000
I	1542000	1543000
I	1543000	1544000
I	1544000	1545000
I	1545000	1546000
I	1546000	1547000
I	1547000	1548000
I	1548000	1549000
I	1549000	1550000
I	1550000	1551000
I	1551000	1552000
I	1552000	1553000
I	1553000	1554000
I	1554000	1555000
I	1555000	1556000
I	1556000	1557000
I	1557000	1558000
I	1558000	1559000
I	1559000	1560000
I	1560000	1561000
I	1561000	1562000
I	1562000	1563000
I	1587000	1588000
I	1588000	1589000
I	1589000	1590000
I	1590000	1591000
I	1591000	1592000
I	1592000	1593000
I	1593000	1594000
I	1594000	1595000
I	1595000	1596000
I	1596000	1597000
I	1597000	1598000
I	1598000	1599000
I	1599000	1600000
I	1628000	1629000
I	1629000	1630000
I	1630000	1631000
I	1631000	1632000
I	1632000	1633000
I	1633000	1634000
I	1634000	1635000
I	1635000	1636000
I	1636000	1637000
I	1637000	1638000
I	1638000	1639000
I	1639000	1640000
I	1640000	1641000
I	1641000	1642000
I	1642000	1643000
I	1643000	1644000
I	1644000	1645000
I	1645000	1646000
I	1646000	1647000
I	1647000	1648000
I	1648000	1649000
I	1649000	1650000
I	1650000	1651000
I	1651000	1652000
I	1652000	1653000
I	1653000	1654000
I	1654000	1655000
I	1655000	1656000
I	1656000	1657000
I	1657000	1658000
I	1658000	1659000
I	1659000	1660000
I	1660000	1661000
I	1661000	1662000
I	1662000	1663000
I	1663000	1664000
I	1664000	1665000
I	1665000	1666000
I	1666000	1667000
I	1667000	1668000
I	1668000	1669000
I	1669000	1670000
I	1670000	1671000
I	1671000	1672000
I	1672000	1673000
I	1673000	1674000
I	1674000	1675000
I	1675000	1676000
I	1676000	1677000
I	1677000	1678000
I	1678000	1679000
I	1679000	1680000
I	1680000	1681000
I	1681000	1682000
I	1682000	1683000
I	1683000	1684000
I	1684000	1685000
I	1685000	1686000
I	1686000	1687000
I	1687000	1688000
I	1688000	1689000
I	1689000	1690000
I	1690000	1691000
I	1691000	1692000
I	1692000	1693000
I	1693000	1694000
I	1694000	1695000
I	1695000	1696000
I	1696000	1697000
I	1697000	1698000
I	1698000	1699000
I	1699000	1700000
I	1700000	1701000
I	1701000	1702000
I	1702000	1703000
I	1703000	1704000
I	1704000	1705000
I	1705000	1706000
I	1706000	1707000
I	1707000	1708000
I	1708000	1709000
I	1709000	1710000
I	1710000	1711000
I	1711000	1712000
I	1712000	1713000
I	1713000	1714000
I	1714000	1715000
I	1715000	1716000
I	1716000	1717000
I	1717000	1718000
I	1718000	1719000
I	1719000	1720000
I	1720000	1721000
I	1721000	1722000
I	1722000	1723000
I	1723000	1724000
I	1724000	1725000
I	1725000	1726000
I	1726000	1727000
I	1727000	1728000
I	1728000	1729000
I	1729000	1730000
I	1730000	1731000
I	1731000	1732000
I	1732000	1733000
I	1733000	1734000
I	1734000	1735000
I	1735000	1736000
I	1736000	1737000
I	1737000	1738000
I	1738000	1739000
I	1739000	1740000
I	1740000	1741000
I	1741000	1742000
I	1742000	1743000
I	1743000	1744000
I	1744000	1745000
I	1745000	1746000
I	1746000	1747000
I	1747000	1748000
I	1748000	1749000
I	1772000	1773000
I	1773000	1774000
I	1774000	1775000
I	1775000	1776000
I	1776000	1777000
I	1777000	1778000
I	1778000	1779000
I	1779000	1780000
I	1780000	1781000
I	1781000	1782000
I	1782000	1783000
I	1783000	1784000
I	1784000	1785000
I	1785000	1786000
I	1786000	1787000
I	1787000	1788000
I	1788000	1789000
I	1789000	1790000
I	1790000	1791000
I	1791000	1792000
I	1792000	1793000
I	1793000	1794000
I	1794000	1795000
I	1795000	1796000
I	1796000	1797000
I	1797000	1798000
I	1798000	1799000
I	1799000	1800000
I	1800000	1801000
I	1801000	1802000
I	1802000	1803000
I	1803000	1804000
I	1804000	1805000
I	1805000	1806000
I	1806000	1807000
I	1807000	1808000
I	1808000	1809000
I	1809000	1810000
I	1810000	1811000
I	1811000	1812000
I	1812000	1813000
I	1813000	1814000
I	1814000	1815000
I	1815000	1816000
I	1816000	1817000
I	1817000	1818000
I	1818000	1819000
I	1819000	1820000
I	1820000	1821000
I	1821000	1822000
I	1822000	1823000
I	1823000	1824000
I	1824000	1825000
I	1825000	1826000
I	1826000	1827000
I	1827000	1828000
I	1828000	1829000
I	1829000	1830000
I	1830000	1831000
I	1831000	1832000
I	1832000	1833000
I	1833000	1834000
I	1834000	1835000
I	1835000	1836000
I	1836000	1837000
I	1837000	1838000
I	1838000	1839000
I	1839000	1840000
I	1840000	1841000
I	1841000	1842000
I	1842000	1843000
I	1843000	1844000
I	1844000	1845000
I	1845000	1846000
I	1846000	1847000
I	1847000	1848000
I	1848000	1849000
I	1849000	1850000
I	1850000	1851000
I	1851000	1852000
I	1852000	1853000
I	1853000	1854000
I	1854000	1855000
I	1855000	1856000
I	1856000	1857000
I	1857000	1858000
I	1858000	1859000
I	1859000	1860000
I	1860000	1861000
I	1861000	1862000
I	1862000	1863000
I	1863000	1864000
I	1873000	1874000
I	1874000	1875000
I	1875000	1876000
I	1876000	1877000
I	1877000	1878000
I	1878000	1879000
I	1879000	1880000
I	1880000	1881000
I	1881000	1882000
I	1882000	1883000
I	1883000	1884000
I	1884000	1885000
I	1885000	1886000
I	1886000	1887000
I	1887000	1888000
I	1888000	1889000
I	1889000	1890000
I	1890000	1891000
I	1891000	1892000
I	1892000	1893000
I	1893000	1894000
I	1894000	1895000
I	1938000	1939000
I	1939000	1940000
I	1940000	1941000
I	1941000	1942000
I	1942000	1943000
I	1943000	1944000
I	1944000	1945000
I	1945000	1946000
I	1946000	1947000
I	1947000	1948000
I	1948000	1949000
I	1967000	1968000
I	1968000	1969000
I	1969000	1970000
I	1970000	1971000
I	1971000	1972000
I	1972000	1973000
I	1973000	1974000
I	1974000	1975000
I	1975000	1976000
I	1976000	1977000
I	1977000	1978000
I	1978000	1979000
I	1979000	1980000
I	1980000	1981000
I	1981000	1982000
I	1982000	1983000
I	1983000	1984000
I	1984000	1985000
I	1985000	1986000
I	1986000	1987000
I	1987000	1988000
I	1988000	1989000
I	1989000	1990000
I	1990000	1991000
I	1991000	1992000
I	1992000	1993000
I	1993000	1994000
I	1994000	1995000
I	1995000	1996000
I	1996000	1997000
I	1997000	1998000
I	1998000	1999000
I	1999000	2000000
I	2000000	2001000
I	2001000	2002000
I	2002000	2003000
I	2003000	2004000
I	2004000	2005000
I	2005000	2006000
I	2006000	2007000
I	2007000	2008000
I	2008000	2009000
I	2009000	2010000
I	2010000	2011000
I	2011000	2012000
I	2012000	2013000
I	2013000	2014000
I	2014000	2015000
I	2015000	2016000
I	2016000	2017000
I	2017000	2018000
I	2018000	2019000
I	2019000	2020000
I	2020000	2021000
I	2021000	2022000
I	2022000	2023000
I	2023000	2024000
I	2024000	2025000
I	2025000	2026000
I	2026000	2027000
I	2027000	2028000
I	2028000	2029000
I	2029000	2030000
I	2030000	2031000
I	2031000	2032000
I	2032000	2033000
I	2033000	2034000
I	2034000	2035000
I	2035000	2036000
I	2036000	2037000
I	2037000	2038000
I	2038000	2039000
I	2039000	2040000
I	2040000	2041000
I	2041000	2042000
I	2042000	2043000
I	2043000	2044000
I	2055000	2056000
I	2056000	2057000
I	2057000	2058000
I	2058000	2059000
I	2059000	2060000
I	2060000	2061000
I	2061000	2062000
I	2062000	2063000
I	2063000	2064000
I	2064000	2065000
I	2065000	2066000
I	2066000	2067000
I	2067000	2068000
I	2068000	2069000
I	2069000	2070000
I	2070000	2071000
I	2071000	2072000
I	2072000	2073000
I	2073000	2074000
I	2074000	2075000
I	2075000	2076000
I	2076000	2077000
I	2077000	2078000
I	2078000	2079000
I	2079000	2080000
I	2080000	2081000
I	2081000	2082000
I	2082000	2083000
I	2083000	2084000
I	2084000	2085000
I	2085000	2086000
I	2086000	2087000
I	2087000	2088000
I	2088000	2089000
I	2089000	2090000
I	2090000	2091000
I	2091000	2092000
I	2092000	2093000
I	2093000	2094000
I	2094000	2095000
I	2095000	2096000
I	2096000	2097000
I	2097000	2098000
I	2098000	2099000
I	2099000	2100000
I	2100000	2101000
I	2101000	2102000
I	2102000	2103000
I	2103000	2104000
I	2104000	2105000
I	2105000	2106000
I	2106000	2107000
I	2107000	2108000
I	2108000	2109000
I	2109000	2110000
I	2110000	2111000
I	2111000	2112000
I	2112000	2113000
I	2113000	2114000
I	2114000	2115000
I	2115000	2116000
I	2116000	2117000
I	2117000	2118000
I	2118000	2119000
I	2119000	2120000
I	2120000	2121000
I	2121000	2122000
I	2122000	2123000
I	2123000	2124000
I	2124000	2125000
I	2125000	2126000
I	2126000	2127000
I	2127000	2128000
I	2128000	2129000
I	2129000	2130000
I	2130000	2131000
I	2131000	2132000
I	2132000	2133000
I	2133000	2134000
I	2134000	2135000
I	2135000	2136000
I	2136000	2137000
I	2137000	2138000
I	2138000	2139000
I	2139000	2140000
I	2140000	2141000
I	2141000	2142000
I	2142000	2143000
I	2143000	2144000
I	2144000	2145000
I	2145000	2146000
I	2146000	2147000
I	2147000	2148000
I	2148000	2149000
I	2149000	2150000
I	2150000	2151000
I	2151000	2152000
I	2152000	2153000
I	2153000	2154000
I	2154000	2155000
I	2155000	2156000
I	2156000	2157000
I	2170000	2171000
I	2171000	2172000
I	2172000	2173000
I	2173000	2174000
I	2174000	2175000
I	2175000	2176000
I	2176000	2177000
I	2177000	2178000
I	2178000	2179000
I	2179000	2180000
I	2180000	2181000
I	2181000	2182000
I	2182000	2183000
I	2183000	2184000
I	2184000	2185000
I	2185000	2186000
I	2186000	2187000
I	2187000	2188000
I	2188000	2189000
I	2189000	2190000
I	2190000	2191000
I	2191000	2192000
I	2192000	2193000
I	2193000	2194000
I	2194000	2195000
I	2195000	2196000
I	2196000	2197000
I	2197000	2198000
I	2198000	2199000
I	2199000	2200000
I	2200000	2201000
I	2201000	2202000
I	2202000	2203000
I	2203000	2204000
I	2204000	2205000
I	2205000	2206000
I	2206000	2207000
I	2207000	2208000
I	2208000	2209000
I	2209000	2210000
I	2210000	2211000
I	2211000	2212000
I	2212000	2213000
I	2213000	2214000
I	2214000	2215000
I	2215000	2216000
I	2216000	2217000
I	2217000	2218000
I	2218000	2219000
I	2219000	2220000
I	2220000	2221000
I	2221000	2222000
I	2222000	2223000
I	2223000	2224000
I	2224000	2225000
I	2225000	2226000
I	2226000	2227000
I	2227000	2228000
I	2228000	2229000
I	2229000	2230000
I	2230000	2231000
I	2231000	2232000
I	2232000	2233000
I	2233000	2234000
I	2234000	2235000
I	2235000	2236000
I	2236000	2237000
I	2237000	2238000
I	2238000	2239000
I	2239000	2240000
I	2240000	2241000
I	2241000	2242000
I	2242000	2243000
I	2243000	2244000
I	2244000	2245000
I	2245000	2246000
I	2246000	2247000
I	2247000	2248000
I	2248000	2249000
I	2249000	2250000
I	2250000	2251000
I	2251000	2252000
I	2252000	2253000
I	2253000	2254000
I	2254000	2255000
I	2255000	2256000
I	2256000	2257000
I	2257000	2258000
I	2258000	2259000
I	2259000	2260000
I	2260000	2261000
I	2261000	2262000
I	2262000	2263000
I	2263000	2264000
I	2264000	2265000
I	2265000	2266000
I	2266000	2267000
I	2267000	2268000
I	2268000	2269000
I	2269000	2270000
I	2270000	2271000
I	2271000	2272000
I	2272000	2273000
I	2273000	2274000
I	2274000	2275000
I	2275000	2276000
I	2276000	2277000
I	2277000	2278000
I	2278000	2279000
I	2279000	2280000
I	2280000	2281000
I	2281000	2282000
I	2282000	2283000
I	2283000	2284000
I	2284000	2285000
I	2285000	2286000
I	2286000	2287000
I	2287000	2288000
I	2288000	2289000
I	2289000	2290000
I	2290000	2291000
I	2291000	2292000
I	2292000	2293000
I	2293000	2294000
I	2294000	2295000
I	2295000	2296000
I	2296000	2297000
I	2297000	2298000
I	2298000	2299000
I	2299000	2300000
I	2300000	2301000
I	2301000	2302000
I	2302000	2303000
I	2303000	2304000
I	2304000	2305000
I	2305000	2306000
I	2306000	2307000
I	2307000	2308000
I	2308000	2309000
I	2309000	2310000
I	2310000	2311000
I	2311000	2312000
I	2312000	2313000
I	2313000	2314000
I	2314000	2315000
I	2315000	2316000
I	2316000	2317000
I	2317000	2318000
I	2318000	2319000
I	2319000	2320000
I	2320000	2321000
I	2321000	2322000
I	2322000	2323000
I	2323000	2324000
I	2324000	2325000
I	2325000	2326000
I	2326000	2327000
I	2327000	2328000
I	2363000	2364000
I	2364000	2365000
I	2365000	2366000
I	2366000	2367000
I	2367000	2368000
I	2368000	2369000
I	2369000	2370000
I	2370000	2371000
I	2371000	2372000
I	2372000	2373000
I	2373000	2374000
I	2374000	2375000
I	2375000	2376000
I	2376000	2377000
I	2377000	2378000
I	2378000	2379000
I	2379000	2380000
I	2380000	2381000
I	2381000	2382000
I	2382000	2383000
I	2383000	2384000
I	2384000	2385000
I	2385000	2386000
I	2386000	2387000
I	2387000	2388000
I	2388000	2389000
I	2389000	2390000
I	2390000	2391000
I	2391000	2392000
I	2392000	2393000
I	2393000	2394000
I	2394000	2395000
I	2395000	2396000
I	2396000	2397000
I	2397000	2398000
I	2398000	2399000
I	2399000	2400000
I	2400000	2401000
I	2401000	2402000
I	2402000	2403000
I	2403000	2404000
I	2404000	2405000
I	2405000	2406000
I	2406000	2407000
I	2407000	2408000
I	2408000	2409000
I	2409000	2410000
I	2410000	2411000
I	2411000	2412000
I	2412000	2413000
I	2413000	2414000
I	2414000	2415000
I	2415000	2416000
I	2416000	2417000
I	2417000	2418000
I	2418000	2419000
I	2419000	2420000
I	2420000	2421000
I	2421000	2422000
I	2422000	2423000
I	2423000	2424000
I	2424000	2425000
I	2425000	2426000
I	2426000	2427000
I	2427000	2428000
I	2428000	2429000
I	2429000	2430000
I	2430000	2431000
I	2431000	2432000
I	2432000	2433000
I	2433000	2434000
I	2434000	2435000
I	2435000	2436000
I	2436000	2437000
I	2437000	2438000
I	2438000	2439000
I	2439000	2440000
I	2440000	2441000
I	2441000	2442000
I	2442000	2443000
I	2443000	2444000
I	2444000	2445000
I	2445000	2446000
I	2446000	2447000
I	2447000	2448000
I	2448000	2449000
I	2449000	2450000
I	2450000	2451000
I	2451000	2452000
I	2452000	2453000
I	2453000	2454000
I	2454000	2455000
I	2455000	2456000
I	2456000	2457000
I	2457000	2458000
I	2458000	2459000
